Date,Confirmed,Recovered,Deaths,NewConfirmed,NewDeaths,NewRecovered,ActiveCases
2022-03-22,67587835,0.0,1121408,190435.0,944.0,0.0,66466427.0
2022-03-23,67805090,0.0,1122186,217255.0,778.0,0.0,66682904.0
2022-03-24,68003925,0.0,1123114,198835.0,928.0,0.0,66880811.0
2022-03-25,68173043,0.0,1123892,169118.0,778.0,0.0,67049151.0
2022-03-26,68311371,0.0,1124471,138328.0,579.0,0.0,67186900.0
2022-03-27,68398175,0.0,1124862,86804.0,391.0,0.0,67273313.0
2022-03-28,68563583,0.0,1125415,165408.0,553.0,0.0,67438168.0
2022-03-29,68713760,0.0,1126464,150177.0,1049.0,0.0,67587296.0
2022-03-30,68918754,0.0,1127135,204994.0,671.0,0.0,67791619.0
2022-03-31,69115629,0.0,1127920,196875.0,785.0,0.0,67987709.0
2022-04-01,69256519,0.0,1128883,140890.0,963.0,0.0,68127636.0
2022-04-02,69360229,0.0,1129277,103710.0,394.0,0.0,68230952.0
2022-04-03,69438594,0.0,1129551,78365.0,274.0,0.0,68309043.0
2022-04-04,69563340,0.0,1130069,124746.0,518.0,0.0,68433271.0
2022-04-05,69701338,0.0,1130576,137998.0,507.0,0.0,68570762.0
2022-04-06,69837127,0.0,1131076,135789.0,500.0,0.0,68706051.0
2022-04-07,69996852,0.0,1131756,159725.0,680.0,0.0,68865096.0
2022-04-08,70105316,0.0,1132148,108464.0,392.0,0.0,68973168.0
2022-04-09,70202990,0.0,1132481,97674.0,333.0,0.0,69070509.0
2022-04-10,70279759,0.0,1132664,76769.0,183.0,0.0,69147095.0
2022-04-11,70380613,0.0,1133051,100854.0,387.0,0.0,69247562.0
2022-04-12,70476760,0.0,1133436,96147.0,385.0,0.0,69343324.0
2022-04-13,70648497,0.0,1134050,171737.0,614.0,0.0,69514447.0
2022-04-14,70788002,0.0,1134638,139505.0,588.0,0.0,69653364.0
2022-04-15,70852068,0.0,1134938,64066.0,300.0,0.0,69717130.0
2022-04-16,70924642,0.0,1135171,72574.0,233.0,0.0,69789471.0
