time,Date,S,E,I,R
391,2021-02-16,7882031336.036479,593036.9635209257,2813558.0,14562069.0
392,2021-02-17,7882343497.470447,210908.52955361267,2778009.0,14667585.0
393,2021-02-18,7881924546.671034,547615.3289658912,2808936.0,14718902.0
394,2021-02-19,7881830776.247025,561296.7529757818,2841683.0,14766244.0
395,2021-02-20,7882046220.996829,270087.0031706303,2816882.0,14866810.0
396,2021-02-21,7881837098.924368,430760.0756318194,2824016.0,14908125.0
397,2021-02-22,7881694415.88108,517579.1189206613,2847847.0,14940158.0
398,2021-02-23,7881800255.9860525,324024.01394789526,2833372.0,15042348.0
399,2021-02-24,7881381172.072949,650628.9270506896,2882834.0,15085365.0
400,2021-02-25,7881376310.583817,555362.4161836354,2912415.0,15155912.0
401,2021-02-26,7881308546.379169,534140.6208305274,2937062.0,15220251.0
402,2021-02-27,7881347829.247503,412416.75249629555,2937356.0,15302398.0
403,2021-02-28,7881181495.8756,527643.124399693,2960060.0,15330801.0
404,2021-03-01,7881280451.543127,363325.4568732097,2950177.0,15406046.0
405,2021-03-02,7881164161.8384905,394360.1615099896,2946601.0,15494877.0
406,2021-03-03,7880841938.473684,615713.5263153012,2986188.0,15556160.0
407,2021-03-04,7880802177.764449,549550.2355510041,3011825.0,15636447.0
408,2021-03-05,7880612557.535189,635267.4648115656,3053441.0,15698734.0
409,2021-03-06,7880560117.224189,596197.7758108395,3086323.0,15757362.0
410,2021-03-07,7880471773.917708,582906.0822912742,3115724.0,15829596.0
411,2021-03-08,7880780657.025261,209107.97473905832,3071600.0,15938635.0
412,2021-03-09,7880334756.863363,555491.1366370643,3096068.0,16013684.0
413,2021-03-10,7880110846.967216,668019.0327842518,3141763.0,16079371.0
414,2021-03-11,7880077219.745613,585589.2543867507,3170177.0,16167014.0
415,2021-03-12,7879910470.403822,634353.596178036,3207305.0,16247871.0
416,2021-03-13,7879822365.298789,622308.7012108648,3241079.0,16314247.0
417,2021-03-14,7879831967.593153,545936.4068474725,3259075.0,16363021.0
418,2021-03-15,7879997735.570239,303270.4297613941,3229369.0,16469625.0
419,2021-03-16,7879571909.934204,608809.0657961493,3259916.0,16559365.0
420,2021-03-17,7879408074.489039,646728.5109605574,3297009.0,16648188.0
421,2021-03-18,7879223410.854664,701559.1453358098,3343760.0,16731270.0
422,2021-03-19,7879060653.120475,734775.8795251319,3395701.0,16808870.0
423,2021-03-20,7879016168.252641,675182.7473596532,3434634.0,16874015.0
424,2021-03-21,7879003336.825392,607062.1746086687,3459254.0,16930347.0
425,2021-03-22,7879215615.127073,299521.8729269599,3423370.0,17061493.0
426,2021-03-23,7878680705.347515,708294.6524844564,3467992.0,17143008.0
427,2021-03-24,7878651662.182359,602240.8176416081,3490766.0,17255331.0
428,2021-03-25,7878330535.114096,779124.8859040899,3547334.0,17343006.0
429,2021-03-26,7878311396.129231,658155.8707681533,3578827.0,17451621.0
430,2021-03-27,7878172845.629362,671361.3706383222,3612032.0,17543761.0
431,2021-03-28,7878242931.156324,517440.8436753421,3614387.0,17625241.0
432,2021-03-29,7877939872.370089,725062.6299110943,3657072.0,17677993.0
433,2021-03-30,7877841163.474442,691066.525558368,3691981.0,17775789.0
434,2021-03-31,7877786298.641499,600096.3585018689,3708241.0,17905364.0
435,2021-04-01,7877390250.394762,840564.605237972,3770843.0,17998342.0
436,2021-04-02,7877334985.879456,775267.1205441883,3819037.0,18070710.0
437,2021-04-03,7877477118.82613,546386.1738703331,3821389.0,18155106.0
438,2021-04-04,7877271387.443329,677407.5566709179,3849168.0,18202037.0
439,2021-04-05,7877356877.432472,498467.56752806343,3841377.0,18303278.0
440,2021-04-06,7876874393.213729,839350.786271429,3900119.0,18386137.0
441,2021-04-07,7877152082.452427,405840.54757337994,3872920.0,18569157.0
442,2021-04-08,7876636412.896411,759644.1035889882,3915296.0,18688647.0
443,2021-04-09,7876371116.531226,865348.4687742912,3977084.0,18786451.0
444,2021-04-10,7876204697.388622,907196.6113774921,4045332.0,18842774.0
445,2021-04-11,7876924722.62814,98739.37185939707,3954432.0,19022106.0
446,2021-04-12,7876149960.35737,774527.6426291718,3997485.0,19078027.0
447,2021-04-13,7876139928.0276165,638740.9723834987,4012948.0,19208383.0
448,2021-04-14,7875905280.852322,733407.1476780582,4046408.0,19314904.0
449,2021-04-15,7875774481.851602,728199.1483979992,4077944.0,19419375.0
450,2021-04-16,7875677267.033415,673013.9665853517,4097885.0,19551834.0
451,2021-04-17,7875516270.446047,710513.5539527447,4124579.0,19648637.0
452,2021-04-18,7875825239.8583,314235.1416997225,4073448.0,19787077.0
453,2021-04-19,7875503649.320621,543347.6793799046,4068284.0,19884719.0
454,2021-04-20,7875331864.181176,579863.8188236577,4070365.0,20017907.0
455,2021-04-21,7874815975.155602,958487.8443973163,4146053.0,20079484.0
456,2021-04-22,7875278708.365889,383266.6341118349,4107768.0,20230257.0
457,2021-04-23,7874825727.153004,699868.846996584,4132122.0,20342282.0
458,2021-04-24,7874587932.349032,821082.6509677436,4179396.0,20411589.0
459,2021-04-25,7874635533.801475,697374.1985254678,4201315.0,20465777.0
460,2021-04-26,7874996006.772762,255587.22723773977,4136685.0,20611721.0
461,2021-04-27,7874704959.375846,415704.6241544124,4104966.0,20774370.0
462,2021-04-28,7874170519.660791,816692.3392086901,4152125.0,20860663.0
463,2021-04-29,7874340318.221846,513754.77815451106,4139062.0,21006865.0
464,2021-04-30,7874010729.411876,716135.5881240274,4165729.0,21107406.0
465,2021-05-01,7873911634.597248,712151.4027523263,4190895.0,21185319.0
466,2021-05-02,7874163211.602027,395646.3979734181,4153798.0,21287344.0
467,2021-05-03,7873978126.042772,500105.9572279478,4138034.0,21383734.0
468,2021-05-04,7873581172.238361,778153.7616389585,4176795.0,21463879.0
469,2021-05-05,7873635712.882533,594171.1174664511,4178706.0,21591410.0
470,2021-05-06,7873251858.772162,846458.2278379617,4229649.0,21672034.0
471,2021-05-07,7873529376.425292,440979.57470765634,4200317.0,21829327.0
472,2021-05-08,7873061957.435889,800467.5641105799,4241724.0,21895851.0
473,2021-05-09,7873246186.4388685,550925.5611313209,4233454.0,21969434.0
474,2021-05-10,7873067859.437589,651939.5624110354,4245062.0,22035139.0
475,2021-05-11,7873184262.168459,417415.83154092205,4210726.0,22187596.0
476,2021-05-12,7872609705.0102,866516.9897999942,4264700.0,22259078.0
477,2021-05-13,7872505920.35375,837898.6462495081,4311637.0,22344544.0
478,2021-05-14,7872365837.6455345,848104.3544655656,4359282.0,22426776.0
479,2021-05-15,7872176870.1577015,926255.8422989794,4420835.0,22476039.0
480,2021-05-16,7872492251.896909,535250.1030911074,4404640.0,22567858.0
481,2021-05-17,7872578283.253817,363264.7461837033,4355425.0,22703027.0
482,2021-05-18,7872258953.438369,551983.5616316415,4344266.0,22844797.0
483,2021-05-19,7871959451.765683,706300.2343168212,4363434.0,22970814.0
484,2021-05-20,7871580819.205249,937897.7947513673,4427139.0,23054144.0
485,2021-05-21,7871395345.732931,983509.2670688529,4497984.0,23123161.0
486,2021-05-22,7871348438.177035,905764.8229645387,4551775.0,23194022.0
487,2021-05-23,7871308557.391419,859439.6085804546,4595089.0,23236914.0
488,2021-05-24,7871565646.750266,524410.2497336612,4572042.0,23337901.0
489,2021-05-25,7871152430.035253,815907.964747897,4606335.0,23425327.0
490,2021-05-26,7870906844.65781,922974.3421899824,4660525.0,23509656.0
491,2021-05-27,7871610444.496952,86655.50304771205,4550529.0,23752371.0
492,2021-05-28,7870785261.577691,792405.4223088274,4580835.0,23841498.0
493,2021-05-29,7870441959.16118,1005854.838820823,4651844.0,23900342.0
494,2021-05-30,7870766297.73295,598105.2670494418,4641590.0,23994007.0
495,2021-05-31,7870691151.573032,586447.4269678133,4629347.0,24093054.0
496,2021-06-01,7870640548.497572,502840.5024280791,4601171.0,24255440.0
497,2021-06-02,7870166515.776959,823951.2230408624,4636236.0,24373297.0
498,2021-06-03,7869791626.020915,1066962.9790846219,4717626.0,24423785.0
499,2021-06-04,7870379251.268091,382000.7319086677,4663537.0,24575211.0
500,2021-06-05,7870111973.531643,542770.4683571043,4642199.0,24703057.0
501,2021-06-06,7870089599.440647,489943.5593533192,4611164.0,24809293.0
502,2021-06-07,7869802024.73519,697093.2648099415,4621276.0,24879606.0
503,2021-06-08,7869621615.397637,768261.6023622742,4644959.0,24965164.0
504,2021-06-09,7869659766.842562,598910.1574379143,4635049.0,25106274.0
505,2021-06-10,7869294966.142164,818035.8578359449,4668041.0,25218957.0
506,2021-06-11,7869146453.347091,834668.6529093696,4703371.0,25315507.0
507,2021-06-12,7868942035.953333,926080.0466672046,4755524.0,25376360.0
508,2021-06-13,7869685320.237359,115139.76264061625,4648484.0,25551056.0
509,2021-06-14,7868998777.147003,718052.852997177,4661658.0,25621512.0
510,2021-06-15,7868987894.483115,597576.5168845232,4651034.0,25763495.0
511,2021-06-16,7868621445.176615,834879.8233849788,4686868.0,25856807.0
512,2021-06-17,7868760197.5946665,572407.4053336062,4670661.0,25996734.0
513,2021-06-18,7868217469.835724,982026.1642765411,4734589.0,26065915.0
514,2021-06-19,7868373556.940776,712788.0592238946,4744395.0,26169260.0
515,2021-06-20,7868189294.291525,826461.708475218,4776050.0,26208194.0
516,2021-06-21,7868479175.42549,463068.5745098867,4736143.0,26321613.0
517,2021-06-22,7867689997.122728,1090181.877271507,4819331.0,26400490.0
518,2021-06-23,7868286301.239498,371141.7605016273,4760361.0,26582196.0
519,2021-06-24,7867622244.8068905,913848.1931093454,4808583.0,26655324.0
520,2021-06-25,7867637138.180214,779046.8197864934,4829266.0,26754549.0
521,2021-06-26,7867594424.700158,725761.2998417186,4839019.0,26840795.0
522,2021-06-27,7867520237.351449,740530.6485511045,4851380.0,26887852.0
523,2021-06-28,7867734029.120589,453083.87941090256,4807480.0,27005407.0
524,2021-06-29,7867206630.157,870788.843000526,4846042.0,27076539.0
525,2021-06-30,7867130760.381981,856374.6180191622,4880750.0,27132115.0
526,2021-07-01,7867762336.34719,119922.65280967142,4771232.0,27346509.0
527,2021-07-02,7866928828.778918,846268.221082062,4806010.0,27418893.0
528,2021-07-03,7866846809.388639,842493.6113607241,4839107.0,27471590.0
529,2021-07-04,7867161981.665927,473134.3340726578,4799442.0,27565442.0
530,2021-07-05,7867205305.299103,358567.70089703583,4738567.0,27697560.0
531,2021-07-06,7866750182.5076885,706066.4923113022,4746957.0,27796794.0
532,2021-07-07,7866466735.318837,889773.6811623794,4790860.0,27852631.0
533,2021-07-08,7866440281.778878,814258.221122104,4818876.0,27926584.0
534,2021-07-09,7866296050.796953,859672.2030469503,4854965.0,27989312.0
535,2021-07-10,7867012834.074801,63656.92519870383,4735202.0,28188307.0
536,2021-07-11,7866377265.328035,648244.6719645333,4732434.0,28242056.0
537,2021-07-12,7866202277.706497,753734.2935030059,4750265.0,28293723.0
538,2021-07-13,7865999506.4582815,862537.5417186264,4788779.0,28349177.0
539,2021-07-14,7866182507.467199,575511.5328008702,4770402.0,28471579.0
540,2021-07-15,7865734210.104853,916866.8951468577,4818938.0,28529985.0
541,2021-07-16,7866189203.856318,372937.1436820003,4760328.0,28677531.0
542,2021-07-17,7865580426.7018175,896676.2981820127,4805210.0,28717687.0
543,2021-07-18,7865954063.180874,475952.8191264119,4767016.0,28802968.0
544,2021-07-19,7865629607.783816,735345.2161832312,4780328.0,28854719.0
545,2021-07-20,7865694149.296683,599072.7033165215,4766765.0,28940013.0
546,2021-07-21,7865406175.61994,793992.3800606685,4791494.0,29008338.0
547,2021-07-22,7865545638.620159,563694.3798406413,4770744.0,29119923.0
548,2021-07-23,7864783144.00194,1182729.998060312,4870996.0,29163130.0
549,2021-07-24,7865898911.0,0.0,4718455.0,29382634.0
550,2021-07-25,7865355149.263513,494942.7364875699,4686317.0,29463591.0
551,2021-07-26,7864980205.698059,799339.3019406657,4714276.0,29506179.0
552,2021-07-27,7864820915.019556,868686.9804444201,4754966.0,29555432.0
553,2021-07-28,7864757580.882191,836041.1178088406,4788197.0,29618181.0
554,2021-07-29,7864756686.367145,744815.6328549879,4802775.0,29695723.0
555,2021-07-30,7864516823.582768,901021.4172312312,4847347.0,29734808.0
556,2021-07-31,7864524460.272249,824797.7277506123,4875876.0,29774866.0
557,2021-08-01,7864540472.234119,756917.7658807576,4890422.0,29812188.0
558,2021-08-02,7864404873.624678,822348.3753224121,4917302.0,29855476.0
559,2021-08-03,7864258856.641033,889350.3589668238,4956486.0,29895307.0
560,2021-08-04,7864140305.662968,923929.3370327092,5001331.0,29934434.0
561,2021-08-05,7714509394.786337,150464638.21366325,34139024.0,886943.0
562,2021-08-06,7859685781.494613,5203273.505387761,34222119.0,888826.0
563,2021-08-07,7859681388.316878,5137779.683121827,34290210.0,890622.0
564,2021-08-08,7859774416.321417,5003429.67858317,34330309.0,891845.0
565,2021-08-09,7859582040.678284,5130228.3217162145,34393986.0,893745.0
566,2021-08-10,7859427278.11159,5206145.888409186,34470700.0,895876.0
567,2021-08-11,7859347361.255613,5208916.744386938,34545865.0,897857.0
568,2021-08-12,7859219620.5284815,5252970.471518217,34627555.0,899854.0
569,2021-08-13,7859212731.040009,5190728.959991487,34694912.0,901628.0
570,2021-08-14,7859205647.412911,5140493.587088669,34750662.0,903197.0
571,2021-08-15,7859257552.016714,5050742.983285806,34787433.0,904272.0
572,2021-08-16,7859103278.706735,5149017.293265435,34842323.0,905381.0
573,2021-08-17,7858936938.934555,5241911.065444958,34913792.0,907358.0
574,2021-08-18,7858813611.871511,5285463.128488885,34991789.0,909136.0
575,2021-08-19,7858736880.369021,5284671.630978545,35067509.0,910939.0
576,2021-08-20,7858684547.307557,5265453.692442849,35137429.0,912570.0
577,2021-08-21,7858719879.041426,5177921.958573863,35188416.0,913783.0
578,2021-08-22,7858763126.569689,5099424.43031135,35222743.0,914706.0
579,2021-08-23,7858586209.320173,5218476.679826707,35279298.0,916016.0
580,2021-08-24,7858476023.48475,5263406.515249755,35343055.0,917515.0
581,2021-08-25,7858397001.824982,5276361.175018479,35407597.0,919040.0
582,2021-08-26,7858298684.32951,5304819.670489933,35475919.0,920577.0
583,2021-08-27,7858265233.193925,5275972.8060749285,35536769.0,922025.0
584,2021-08-28,7858274890.380937,5217425.619063746,35584572.0,923112.0
585,2021-08-29,7858309523.337308,5148880.662692537,35617738.0,923858.0
586,2021-08-30,7858154125.601719,5251014.398281496,35669872.0,924988.0
587,2021-08-31,7858058199.975081,5287585.024918805,35727702.0,926513.0
588,2021-09-01,7857960873.93991,5320820.060089916,35790424.0,927882.0
589,2021-09-02,7857897800.108226,5321247.891773927,35851522.0,929430.0
590,2021-09-03,7857856715.607196,5304764.392803887,35907750.0,930770.0
591,2021-09-04,7857880303.112584,5238307.887415458,35949518.0,931871.0
592,2021-09-05,7857886095.16891,5198868.831090237,35982476.0,932560.0
593,2021-09-06,7857812796.992355,5232659.00764449,36021111.0,933433.0
594,2021-09-07,7857719749.468971,5278232.5310285995,36067561.0,934457.0
595,2021-09-08,7857682357.669519,5271074.33048092,36111354.0,935214.0
596,2021-09-09,7857524974.8950405,5365998.104959803,36172423.0,936604.0
597,2021-09-10,7857510092.160851,5327624.839149125,36224364.0,937919.0
598,2021-09-11,7857582008.43248,5224270.567519872,36254783.0,938938.0
599,2021-09-12,7857584662.567645,5196715.432355113,36279013.0,939609.0
600,2021-09-13,7857408920.689833,5323144.310167079,36327181.0,940754.0
601,2021-09-14,7857392851.522596,5296314.4774037665,36368818.0,942016.0
602,2021-09-15,7857344739.863987,5301533.136012697,36410337.0,943390.0
603,2021-09-16,7857117084.475768,5457226.524232049,36481017.0,944672.0
604,2021-09-17,7857085537.017467,5424977.982533143,36543499.0,945986.0
605,2021-09-18,7856531953.576021,5836744.423978941,36684392.0,946910.0
606,2021-09-19,7857094670.492163,5250471.50783723,36707387.0,947471.0
607,2021-09-20,7856915033.4613905,5381317.538609424,36755213.0,948436.0
608,2021-09-21,7856920985.943785,5336445.056215,36793007.0,949562.0
609,2021-09-22,7856747395.796703,5450025.2032969985,36851870.0,950709.0
610,2021-09-23,7856720224.724102,5423833.275898334,36904035.0,951907.0
611,2021-09-24,7856701167.938946,5396329.061054378,36949429.0,953074.0
612,2021-09-25,7856741984.80812,5324512.191880487,36979615.0,953888.0
613,2021-09-26,7856747161.367194,5295130.632805943,37003263.0,954445.0
614,2021-09-27,7856596626.693189,5401206.306810878,37046905.0,955262.0
615,2021-09-28,7856564015.569481,5391861.43051888,37087541.0,956582.0
616,2021-09-29,7856452828.883639,5450765.116360767,37138531.0,957875.0
617,2021-09-30,7856418497.247865,5437102.752135657,37185475.0,958925.0
618,2021-10-01,7856378571.903873,5431499.0961264,37230051.0,959878.0
619,2021-10-02,7856431803.315726,5350048.684273595,37257567.0,960581.0
620,2021-10-03,7856425778.882419,5332290.11758103,37280879.0,961052.0
621,2021-10-04,7856291551.566421,5425006.433579035,37321595.0,961847.0
622,2021-10-05,7856220240.103201,5450583.89679878,37366179.0,962997.0
623,2021-10-06,7856150980.272337,5471346.727662948,37413589.0,964084.0
624,2021-10-07,7856154009.489381,5429335.510619534,37451535.0,965120.0
625,2021-10-08,7856078412.021502,5461047.97849806,37494618.0,965922.0
626,2021-10-09,7856102519.153848,5405221.846152596,37525667.0,966592.0
627,2021-10-10,7856114406.497938,5369659.502062155,37548952.0,966982.0
628,2021-10-11,7856046121.586295,5407277.413705249,37578922.0,967679.0
629,2021-10-12,7855985500.939523,5433063.060477227,37613093.0,968343.0
630,2021-10-13,7855918723.478342,5460541.521657477,37651680.0,969055.0
631,2021-10-14,7855848637.091143,5486951.90885698,37694355.0,970056.0
632,2021-10-15,7855797428.349675,5494294.650324372,37737297.0,970980.0
633,2021-10-16,7855847943.71614,5416460.2838597605,37763927.0,971669.0
634,2021-10-17,7855826651.674091,5412265.325908931,37789016.0,972067.0
635,2021-10-18,7855668347.75447,5523636.245530016,37835090.0,972926.0
636,2021-10-19,7855641362.119955,5507954.880045212,37876859.0,973824.0
637,2021-10-20,7855547636.996687,5551731.003313363,37926008.0,974624.0
638,2021-10-21,7855477023.32872,5570089.6712799,37977391.0,975496.0
639,2021-10-22,7855448950.1278925,5550992.872107873,38023660.0,976397.0
640,2021-10-23,7855464750.241882,5499590.7581176525,38058669.0,976990.0
641,2021-10-24,7855494149.142788,5446191.857211984,38082336.0,977323.0
642,2021-10-25,7855307050.523949,5582847.476051288,38131946.0,978156.0
643,2021-10-26,7855277776.244001,5566262.755998685,38176979.0,978982.0
644,2021-10-27,7855151319.767685,5634622.232315075,38234086.0,979972.0
645,2021-10-28,7855123902.906809,5610369.093191453,38284920.0,980808.0
646,2021-10-29,7855071464.566377,5612171.433623144,38334721.0,981643.0
647,2021-10-30,7855110183.919605,5538802.080395122,38368892.0,982122.0
648,2021-10-31,7855117417.141347,5504570.858652883,38395473.0,982539.0
649,2021-11-01,7855061571.831287,5528993.1687123915,38426082.0,983353.0
650,2021-11-02,7855017921.1696,5540121.830400483,38458023.0,983934.0
651,2021-11-03,7854689051.987166,5788813.012833374,38537479.0,984656.0
652,2021-11-04,7854747013.9190645,5674829.080935891,38592596.0,985561.0
653,2021-11-05,7854711267.712937,5659179.287062503,38643168.0,986385.0
654,2021-11-06,7854659024.752267,5661212.247732931,38692759.0,987004.0
655,2021-11-07,7854722072.529105,5567752.470895031,38722817.0,987358.0
656,2021-11-08,7854484825.797834,5741122.202165157,38785787.0,988265.0
657,2021-11-09,7854555542.499872,5630110.500127847,38825445.0,988902.0
658,2021-11-10,7854296685.282168,5813802.717831547,38899762.0,989750.0
659,2021-11-11,7854367078.958372,5693744.041627559,38948698.0,990479.0
660,2021-11-12,7854183812.677105,5806323.322894713,39018205.0,991659.0
661,2021-11-13,7854301453.27671,5650763.723290761,39055555.0,992228.0
662,2021-11-14,7854303298.053547,5618508.946452861,39085613.0,992580.0
663,2021-11-15,7854074711.767641,5784698.232358776,39147186.0,993404.0
664,2021-11-16,7854087688.725832,5723132.274168101,39195105.0,994074.0
665,2021-11-17,7853926189.387839,5818571.612160487,39260288.0,994951.0
666,2021-11-18,7853862345.7936735,5818295.206326262,39323643.0,995716.0
667,2021-11-19,7853762581.261052,5849640.738948056,39391372.0,996406.0
668,2021-11-20,7853862386.502809,5710552.497191071,39430197.0,996864.0
669,2021-11-21,7853861788.293943,5679151.706056895,39461856.0,997204.0
670,2021-11-22,7853536813.506508,5924719.49349248,39540430.0,998037.0
671,2021-11-23,7853610932.597283,5798019.402716293,39592215.0,998833.0
672,2021-11-24,7853441485.869412,5897068.13058733,39661861.0,999585.0
673,2021-11-25,7853367784.320155,5901404.679844801,39730455.0,1000356.0
674,2021-11-26,7853314009.515664,5889922.484335897,39794948.0,1001120.0
675,2021-11-27,7853428997.784174,5740708.215825846,39828655.0,1001639.0
676,2021-11-28,7853431200.629574,5711125.37042576,39855689.0,1001985.0
677,2021-11-29,7853088784.6933775,5975084.306622664,39933342.0,1002789.0
678,2021-11-30,7853154320.706894,5856335.293106392,39985778.0,1003566.0
679,2021-12-01,7853039093.759399,5909483.2406002935,40047127.0,1004296.0
680,2021-12-02,7852955902.869571,5928608.130429196,40110527.0,1004962.0
681,2021-12-03,7852933815.081276,5894893.918724462,40165642.0,1005649.0
682,2021-12-04,7853025710.398453,5772765.60154705,40195496.0,1006028.0
683,2021-12-05,7853035983.115466,5739600.884533566,40218085.0,1006331.0
684,2021-12-06,7852714984.733465,5989209.266534532,40288622.0,1007184.0
685,2021-12-07,7852801697.917538,5858604.082462566,40331829.0,1007869.0
686,2021-12-08,7852707720.733485,5901548.266514918,40382215.0,1008516.0
687,2021-12-09,7852657311.029928,5902223.970072192,40431361.0,1009104.0
688,2021-12-10,7852637445.069278,5878321.9307226,40474519.0,1009714.0
689,2021-12-11,7852687581.884365,5800934.115634631,40501446.0,1010038.0
690,2021-12-12,7852708734.900941,5761048.099059016,40519880.0,1010337.0
691,2021-12-13,7852476328.668382,5940203.331618765,40572668.0,1010800.0
692,2021-12-14,7852481684.156514,5892159.843485851,40614672.0,1011484.0
693,2021-12-15,7852409349.797907,5917943.202092799,40660549.0,1012158.0
694,2021-12-16,7852419191.036565,5871949.963434996,40696229.0,1012630.0
695,2021-12-17,7852314372.573185,5930165.426814703,40742264.0,1013198.0
696,2021-12-18,7852303662.506843,5901248.493157614,40781420.0,1013669.0
697,2021-12-19,7852342985.379295,5836263.620704555,40806867.0,1013884.0
698,2021-12-20,7852099915.382995,6018553.617005763,40867087.0,1014444.0
699,2021-12-21,7852111110.20688,5959789.7931201635,40914235.0,1014865.0
700,2021-12-22,7851991135.263905,6021485.736095226,40972103.0,1015276.0
701,2021-12-23,7851806501.735762,6128504.2642382225,41049217.0,1015777.0
702,2021-12-24,7851712922.709249,6143646.290751645,41127178.0,1016253.0
703,2021-12-25,7851806537.2352915,6001625.764708613,41175386.0,1016451.0
704,2021-12-26,7851744155.794286,6014394.205714152,41224766.0,1016684.0
705,2021-12-27,7851431802.186044,6235312.81395638,41315783.0,1017102.0
706,2021-12-28,7851166821.900897,6382609.099102719,41432980.0,1017589.0
707,2021-12-29,7850752794.969099,6633313.030901112,41595763.0,1018129.0
708,2021-12-30,7850441985.035061,6760498.964939007,41778860.0,1018656.0
709,2021-12-31,7850293691.406044,6735183.593956167,41952048.0,1019077.0
710,2022-01-01,7850506476.494941,6415841.505059713,42058392.0,1019290.0
711,2022-01-02,7850393851.744575,6423292.255425044,42163291.0,1019565.0
712,2022-01-03,7849743246.662835,6882153.33716457,42354609.0,1019991.0
713,2022-01-04,7849043355.593132,7311687.406867543,42624288.0,1020669.0
714,2022-01-05,7848549175.728216,7505402.271783885,42924315.0,1021107.0
715,2022-01-06,7847947629.070226,7764275.9297742,43266541.0,1021554.0
716,2022-01-07,7847293743.16354,8032486.836460028,43651634.0,1022136.0
717,2022-01-08,7847171939.051668,7820490.948332297,43985000.0,1022570.0
718,2022-01-09,7847388302.909163,7367372.0908362055,44221135.0,1023190.0
719,2022-01-10,7846238254.442103,8137218.557896312,44600621.0,1023906.0
720,2022-01-11,7845703040.875349,8275658.124650568,44996712.0,1024589.0
721,2022-01-12,7844448661.760077,9002606.239922738,45523454.0,1025278.0
722,2022-01-13,7844402118.678197,8611955.321803223,45959855.0,1026071.0
723,2022-01-14,7843472657.00415,9033953.995850032,46466480.0,1026909.0
724,2022-01-15,7844044576.398306,8142087.601693811,46785797.0,1027539.0
725,2022-01-16,7844180463.398965,7767915.6010349495,47023625.0,1027996.0
726,2022-01-17,7842676972.867521,8831991.132478556,47462002.0,1029034.0
727,2022-01-18,7841974812.637079,9061905.362920558,47933178.0,1030104.0
728,2022-01-19,7840928762.278291,9552971.721709525,48487069.0,1031197.0
729,2022-01-20,7840431438.716555,9517241.283445636,49018932.0,1032388.0
730,2022-01-21,7839996604.586586,9447214.413413893,49522694.0,1033487.0
731,2022-01-22,7839841247.848716,9166344.151283817,49958099.0,1034309.0
732,2022-01-23,7840206448.761058,8505683.238942226,50253117.0,1034751.0
733,2022-01-24,7838727069.915476,9502784.08452433,50734097.0,1036049.0
734,2022-01-25,7837885596.89098,9814395.109020112,51262611.0,1037397.0
735,2022-01-26,7837258424.952902,9907878.047098374,51794927.0,1038770.0
736,2022-01-27,7836252415.933944,10315098.066055873,52391981.0,1040505.0
737,2022-01-28,7835723905.682047,10269940.317952707,52963998.0,1042156.0
738,2022-01-29,7836068332.769223,9514733.230777038,53373515.0,1043419.0
739,2022-01-30,7836472655.450965,8842149.549035378,53641030.0,1044165.0
740,2022-01-31,7835671860.351949,9293394.64805105,53989056.0,1045689.0
741,2022-02-01,7834927327.807709,9631934.19229119,54393474.0,1047264.0
742,2022-02-02,7834235951.910641,9879826.08935975,54835113.0,1049109.0
743,2022-02-03,7833119980.157674,10452755.84232618,55376198.0,1051066.0
744,2022-02-04,7833057669.652463,10062744.347536657,55826676.0,1052910.0
745,2022-02-05,7833298770.501282,9492927.49871868,56154031.0,1054271.0
746,2022-02-06,7833639520.251286,8940399.748714538,56364978.0,1055102.0
747,2022-02-07,7832871438.338502,9410288.661498422,56661603.0,1056670.0
748,2022-02-08,7832092100.539128,9819429.46087208,57029755.0,1058715.0
749,2022-02-09,7831634253.386246,9901147.613753853,57403785.0,1060814.0
750,2022-02-10,7831232279.621843,9931528.378156612,57773545.0,1062647.0
751,2022-02-11,7830966781.479159,9851086.520840913,58117590.0,1064542.0
752,2022-02-12,7830920742.280689,9608249.71931048,58405025.0,1065983.0
753,2022-02-13,7831249177.552319,9098611.447681837,58585483.0,1066728.0
754,2022-02-14,7830709256.405155,9402317.594844528,58820117.0,1068309.0
755,2022-02-15,7830210507.841741,9627340.158259148,59092144.0,1070008.0
756,2022-02-16,7829798351.113189,9749388.886810895,59380512.0,1071748.0
757,2022-02-17,7829477148.416509,9781832.583490927,59667343.0,1073676.0
758,2022-02-18,7829144523.819003,9825117.180996742,59954788.0,1075571.0
759,2022-02-19,7829344279.02217,9422708.977830386,60156118.0,1076894.0
760,2022-02-20,7829227508.141918,9355761.858082263,60338943.0,1077787.0
761,2022-02-21,7829055456.653104,9349950.34689589,60515661.0,1078932.0
762,2022-02-22,7828507217.124321,9663736.875679353,60748618.0,1080428.0
763,2022-02-23,7827946382.305633,9942195.694367638,61029410.0,1082012.0
764,2022-02-24,7827871264.576141,9775040.423858948,61270038.0,1083657.0
765,2022-02-25,7827649409.9206705,9763587.079329468,61501888.0,1085115.0
766,2022-02-26,7827316251.68783,9852696.312169917,61744764.0,1086288.0
767,2022-02-27,7827458309.727859,9535368.272141034,61919291.0,1087031.0
768,2022-02-28,7827210369.042696,9600040.957303634,62101650.0,1087940.0
769,2022-03-01,7827161131.053713,9492018.946287133,62258029.0,1088821.0
770,2022-03-02,7826407807.635401,9994457.364599388,62507904.0,1089831.0
