time,date,S,E,I,R
921,7/31/22,7316683876,5691074,428820897,148804152
922,8/1/22,7316462561,5039171,429469163,149029104
923,8/2/22,7315825389,4485764,430353032,149335814
924,8/3/22,7314595463,4560210,431210844,149633482
925,8/4/22,7313361208,4340285,432290408,150008098
926,8/5/22,7311581946,5218214,432959545,150240294
927,8/6/22,7310047049,5574790,433834314,150543846
928,8/7/22,7309244022,5879893,434203966,150672118
929,8/8/22,7309120440,5187238,434809929,150882392
930,8/9/22,7308419447,4847995,435582186,151150371
931,8/10/22,7307806354,4434051,436344644,151414950
932,8/11/22,7306675176,4559755,437091094,151673974
933,8/12/22,7306095044,4386908,437650096,151867951
934,8/13/22,7305203425,4641963,438122672,152031939
935,8/14/22,7304922344,4462290,438464730,152150635
936,8/15/22,7304646543,3882808,439099680,152370968
937,8/16/22,7303734990,3711054,439903912,152650043
938,8/17/22,7302666640,3788887,440639258,152905214
939,8/18/22,7301484341,4026425,441340636,153148597
940,8/19/22,7300374676,4334622,441935635,153355066
941,8/20/22,7299459534,4675336,442362082,153503047
942,8/21/22,7299255855,4394481,442721794,153627869
943,8/22/22,7299143473,3795708,443249745,153811073
944,8/23/22,7298533682,3516346,443909840,154040131
945,8/24/22,7297704719,3460738,444566534,154268008
946,8/25/22,7296756611,3543841,445208701,154490846
947,8/26/22,7295763679,3834418,445730120,154671782
948,8/27/22,7295093179,4052239,446066183,154788398
949,8/28/22,7294945410,3793763,446367773,154893053
950,8/29/22,7294851180,3310855,446796233,155041731
951,8/30/22,7294410717,3003422,447351461,155234399
952,8/31/22,7293774647,2886313,447910610,155428429
953,9/1/22,7293044059,2937137,448415258,155603545
954,9/2/22,7292159491,3164222,448903364,155772922
955,9/3/22,7291531571,3415460,449183008,155869960
956,9/4/22,7291361637,3215004,449457979,155965378
957,9/5/22,7291281355,2837497,449797836,156083311
958,9/6/22,7290902895,2542108,450298093,156256903
959,9/7/22,7290292261,2536193,450755810,156415735
960,9/8/22,7289749235,2495259,451189334,156566171
961,9/9/22,7289016329,2702537,451579553,156701580
962,9/10/22,7288547858,2857776,451812092,156782273
963,9/11/22,7288378123,2713218,452045419,156863239
964,9/12/22,7288252597,2353662,452405537,156988203
965,9/13/22,7287835587,2222195,452812719,157129498
966,9/14/22,7287173045,2186712,453330923,157309319
967,9/15/22,7286389350,2359109,453784742,157466798
968,9/16/22,7285635388,2657175,454123193,157584243
969,9/17/22,7285198688,2798778,454342269,157660264
970,9/18/22,7285134096,2608793,454531264,157725846
971,9/19/22,7285011144,2314893,454840729,157833233
972,9/20/22,7284738708,2033720,455251720,157975851
973,9/21/22,7284278219,1976031,455636409,158109340
974,9/22/22,7283596297,2038313,456096421,158268968
975,9/23/22,7282753693,2362856,456481022,158402428
976,9/24/22,7282225044,2626340,456677877,158470738
977,9/25/22,7282153808,2474653,456843372,158528166
978,9/26/22,7282061814,2143967,457157164,158637054
979,9/27/22,7281557773,2048469,457602253,158791504
980,9/28/22,7281027916,2028368,458010535,158933180
981,9/29/22,7280351886,2060265,458488730,159099118
982,9/30/22,7279500395,2439233,458839525,159220846
983,10/1/22,7279009738,2688833,459018482,159282946
984,10/2/22,7278990652,2507210,459167486,159334651
985,10/3/22,7279069616,2108380,459404950,159417053
986,10/4/22,7278699519,1878288,459850522,159571670
987,10/5/22,7278160459,1834344,460283336,159721860
988,10/6/22,7277409375,1944825,460758911,159886888
989,10/7/22,7276434602,2344371,461185952,160035074
990,10/8/22,7275841067,2718889,461348547,160091496
991,10/9/22,7275722964,2618040,461511094,160147901
992,10/10/22,7275650568,2236803,461847865,160264763
993,10/11/22,7275089732,2107432,462360265,160442570
994,10/12/22,7274489745,2157036,462768862,160584356
995,10/13/22,7273851695,2132192,463260985,160755127
996,10/14/22,7272929923,2576069,463615768,160878239
997,10/15/22,7272452891,2835012,463777674,160934422
998,10/16/22,7272496265,2599468,463920338,160983928
999,10/17/22,7272517807,2101431,464274082,161106679
1000,10/18/22,7271962985,2027543,464740827,161268644
1001,10/19/22,7271470210,1993359,465132034,161404396
1002,10/20/22,7270825758,2042423,465574042,161557776
1003,10/21/22,7270017245,2419722,465894170,161668862
1004,10/22/22,7269595860,2658766,466029537,161715836
1005,10/23/22,7269729214,2364612,466148913,161757260
1006,10/24/22,7269811140,1896702,466435462,161856695
1007,10/25/22,7269357166,1755727,466877144,162009962
1008,10/26/22,7268890581,1755288,467223856,162130274
1009,10/27/22,7268383898,1791098,467573426,162251577
1010,10/28/22,7267731518,2079630,467843542,162345309
1011,10/29/22,7267329361,2282678,467991357,162396603
1012,10/30/22,7267348923,2095803,468115568,162439705
1013,10/31/22,7267476246,1668167,468338517,162517069
1014,11/1/22,7267241321,1501456,468636686,162620536
1015,11/2/22,7266962228,1432219,468895281,162710271
1016,11/3/22,7266484139,1416701,469261728,162837431
1017,11/4/22,7265745151,1711199,469591711,162951938
1018,11/5/22,7265266652,1988376,469741170,163003801
1019,11/6/22,7265179000,1889385,469879731,163051883
1020,11/7/22,7265089396,1674392,470105860,163130351
1021,11/8/22,7264682313,1630659,470440539,163246488
1022,11/9/22,7264291079,1587868,470762754,163358298
1023,11/10/22,7263841144,1577403,471104548,163476904
1024,11/11/22,7263093692,1836481,471467110,163602716
1025,11/12/22,7262549454,2138212,471647144,163665189
1026,11/13/22,7262428035,2076122,471783379,163712463
1027,11/14/22,7262348503,1808815,472040867,163801814
1028,11/15/22,7261931940,1721629,472414844,163931586
1029,11/16/22,7261402275,1764978,472775878,164056868
1030,11/17/22,7260924984,1762920,473131740,164180355
1031,11/18/22,7260057418,1999762,473599981,164342838
1032,11/19/22,7259362848,2446977,473783614,164406560
1033,11/20/22,7259239901,2347493,473948744,164463861
1034,11/21/22,7259179637,2066175,474202329,164551858
1035,11/22/22,7258750144,1921441,474628628,164699786
1036,11/23/22,7258064492,2016319,475067210,164851978
1037,11/24/22,7257684051,1976369,475379303,164960276
1038,11/25/22,7256812824,2149405,475897630,165140140
1039,11/26/22,7256066438,2625165,476098539,165209857
1040,11/27/22,7255873933,2554209,476294129,165277728
1041,11/28/22,7255778910,2243443,476595381,165382265
1042,11/29/22,7255233200,2058458,477137839,165570502
1043,11/30/22,7254387115,2368762,477535595,165708527
1044,12/1/22,7253843284,2206352,478059899,165890464
1045,12/2/22,7252646078,2641967,478625294,166086660
1046,12/3/22,7251848039,3140097,478847942,166163921
1047,12/4/22,7251696772,3034217,479038844,166230166
1048,12/5/22,7251664831,2560669,479414112,166360387
1049,12/6/22,7251070613,2530377,479877740,166521269
1050,12/7/22,7250518852,2448646,480348036,166684465
1051,12/8/22,7249837849,2320547,480948702,166892901
1052,12/9/22,7248658204,2829740,481446436,167065619
1053,12/10/22,7247970222,3243045,481650353,167136379
1054,12/11/22,7247901800,3012233,481872500,167213466
1055,12/12/22,7247654323,2686957,482297704,167361015
1056,12/13/22,7246936989,2626218,482875335,167561457
1057,12/14/22,7246282270,2595189,483384425,167738115
1058,12/15/22,7245516268,2610485,483941738,167931508
1059,12/16/22,7244308182,3086514,484485208,168120095
1060,12/17/22,7243574886,3519337,484708275,168197501
1061,12/18/22,7243563442,3247057,484918907,168270593
1062,12/19/22,7243471380,2752708,485354251,168421660
1063,12/20/22,7242861837,2653371,485880514,168604277
1064,12/21/22,7242182891,2611545,486415605,168789958
1065,12/22/22,7241436210,2600260,486978308,168985221
1066,12/23/22,7240337272,3057753,487454508,169150466
1067,12/24/22,7239635172,3415474,487710171,169239182
1068,12/25/22,7239690910,3173442,487848473,169287174
1069,12/26/22,7239694091,2650856,488234072,169420980
1070,12/27/22,7239241303,2449489,488719707,169589500
1071,12/28/22,7238707981,2345678,489192705,169753634
1072,12/29/22,7238041010,2341365,489691058,169926566
1073,12/30/22,7237132001,2668271,490123203,170076524
1074,12/31/22,7236472128,3064080,490319241,170144550
1075,1/1/23,7236412874,2808739,490552792,170225594
1076,1/2/23,7236332713,2469179,490864387,170333720
1077,1/3/23,7236087339,2251768,491207952,170452940
1078,1/4/23,7235725387,2043268,491631448,170599896
1079,1/5/23,7235001788,2031617,492177288,170789306
1080,1/6/23,7233811748,2502803,492710955,170974493
1081,1/7/23,7233050444,2907062,492976020,171066473
1082,1/8/23,7232785670,2844386,493219115,171150828
1083,1/9/23,7232572013,2709051,493478201,171240734
1084,1/10/23,7232398532,2487591,493771400,171342476
1085,1/11/23,7232232292,2147282,494147455,171472970
1086,1/12/23,7231967484,1934977,494501657,171595881
1087,1/13/23,7231411572,2055045,494825222,171708160
1088,1/14/23,7231081826,2163439,494989551,171765183
1089,1/15/23,7231012602,2035799,495135700,171815898
1090,1/16/23,7230996061,1837722,495295029,171871187
1091,1/17/23,7230935899,1545791,495556418,171961891
1092,1/18/23,7230683200,1420771,495836831,172059196
1093,1/19/23,7230416829,1362645,496077734,172142791
1094,1/20/23,7229971963,1465791,496331422,172230823
1095,1/21/23,7229673703,1610647,496445307,172270342
1096,1/22/23,7229620490,1549433,496530256,172299820
1097,1/23/23,7229687102,1311767,496657244,172343886
1098,1/24/23,7229621946,1105103,496859040,172413910
1099,1/25/23,7229380404,1052425,497077464,172489706
1100,1/26/23,7229146155,1004925,497286631,172562288
1101,1/27/23,7228779886,1133270,497463263,172623580
1102,1/28/23,7228523026,1256767,497562269,172657937
1103,1/29/23,7228436870,1219076,497654212,172689841
1104,1/30/23,7228424965,1071103,497772903,172731028
1105,1/31/23,7228328650,936761,497944140,172790448
1106,2/1/23,7228081927,885669,498165233,172867170
1107,2/2/23,7227762951,945560,498357574,172933914
1108,2/3/23,7227399170,1071282,498534306,172995241
1109,2/4/23,7227182219,1185494,498610578,173021708
1110,2/5/23,7227150169,1128355,498676791,173044684
1111,2/6/23,7227145650,986887,498785170,173082292
1112,2/7/23,7227099701,835059,498931997,173133242
1113,2/8/23,7226930911,773751,499102818,173192519
1114,2/9/23,7226679969,765790,499295024,173259216
1115,2/10/23,7226381722,921954,499400505,173295818
1116,2/11/23,7226196621,974848,499498653,173329877
1117,2/12/23,7226132755,961068,499556297,173349879
1118,2/13/23,7226114932,840937,499658712,173385418
1119,2/14/23,7226013476,748793,499802438,173435292
1120,2/15/23,7225838871,683490,499980542,173497096
1121,2/16/23,7225533153,781315,500134879,173550652
1122,2/17/23,7225264166,857001,500278383,173600449
1123,2/18/23,7225057548,972656,500345913,173623882
1124,2/19/23,7225018106,925665,500410079,173646149
1125,2/20/23,7225037913,818498,500474934,173668654
1126,2/21/23,7225010329,665950,500608662,173715058
1127,2/22/23,7224791987,638189,500791365,173778458
1128,2/23/23,7224518093,690991,500955501,173835414
1129,2/24/23,7224245538,821120,501061236,173872105
1130,2/25/23,7224144094,877113,501094978,173883814
1131,2/26/23,7224120382,835204,501143694,173900719
1132,2/27/23,7224107868,720693,501237996,173933442
1133,2/28/23,7224076147,601615,501349947,173972290
1134,3/1/23,7223925826,531322,501513728,174029123
1135,3/2/23,7223658579,609510,501654083,174077827
1136,3/3/23,7223332302,753118,501789694,174124885
1137,3/4/23,7223161059,870166,501829927,174138847
1138,3/5/23,7223177763,797336,501871594,174153306
1139,3/6/23,7223214396,702663,501914683,174168257
1140,3/7/23,7223246533,540089,502011517,174201860
1141,3/8/23,7223125709,481467,502144735,174248088
1142,3/9/23,7222951607,478244,502276379,174293769
