Date,S,E,I,R
2021-09-30,7761620880.0,234720.0,37185475.0,958925.0
2021-10-01,7761587191.0,222880.0,37230051.0,959878.0
2021-10-02,7761644272.0,137580.0,37257567.0,960581.0
2021-10-03,7761641509.0,116560.0,37280879.0,961052.0
2021-10-04,7761512978.0,203580.0,37321595.0,961847.0
2021-10-05,7761447904.0,222920.0,37366179.0,962997.0
2021-10-06,7761385277.0,237050.0,37413589.0,964084.0
2021-10-07,7761393615.0,189730.0,37451535.0,965120.0
2021-10-08,7761324045.0,215415.0,37494618.0,965922.0
2021-10-09,7761352496.0,155245.0,37525667.0,966592.0
2021-10-10,7761367641.0,116425.0,37548952.0,966982.0
2021-10-11,7761303549.0,149850.0,37578922.0,967679.0
2021-10-12,7761247709.0,170855.0,37613093.0,968343.0
2021-10-13,7761186330.0,192935.0,37651680.0,969055.0
2021-10-14,7761122214.0,213375.0,37694355.0,970056.0
2021-10-15,7761077013.0,214710.0,37737297.0,970980.0
2021-10-16,7761131254.0,133150.0,37763927.0,971669.0
2021-10-17,7761113472.0,125445.0,37789016.0,972067.0
2021-10-18,7760961614.0,230370.0,37835090.0,972926.0
2021-10-19,7760940472.0,208845.0,37876859.0,973824.0
2021-10-20,7760853623.0,245745.0,37926008.0,974624.0
2021-10-21,7760790198.0,256915.0,37977391.0,975496.0
2021-10-22,7760768598.0,231345.0,38023660.0,976397.0
2021-10-23,7760789296.0,175045.0,38058669.0,976990.0
2021-10-24,7760822006.0,118335.0,38082336.0,977323.0
2021-10-25,7760641848.0,248050.0,38131946.0,978156.0
2021-10-26,7760618874.0,225165.0,38176979.0,978982.0
2021-10-27,7760500407.0,285535.0,38234086.0,979972.0
2021-10-28,7760480102.0,254170.0,38284920.0,980808.0
2021-10-29,7760434631.0,249005.0,38334721.0,981643.0
2021-10-30,7760478131.0,170855.0,38368892.0,982122.0
2021-10-31,7760489083.0,132905.0,38395473.0,982539.0
2021-11-01,7760437520.0,153045.0,38426082.0,983353.0
2021-11-02,7760398338.0,159705.0,38458023.0,983934.0
2021-11-03,7760080585.0,397280.0,38537479.0,984656.0
2021-11-04,7760146258.0,275585.0,38592596.0,985561.0
2021-11-05,7760117587.0,252860.0,38643168.0,986385.0
2021-11-06,7760072282.0,247955.0,38692759.0,987004.0
2021-11-07,7760139535.0,150290.0,38722817.0,987358.0
2021-11-08,7759911098.0,314850.0,38785787.0,988265.0
2021-11-09,7759987363.0,198290.0,38825445.0,988902.0
2021-11-10,7759738903.0,371585.0,38899762.0,989750.0
2021-11-11,7759816143.0,244680.0,38948698.0,990479.0
2021-11-12,7759642601.0,347535.0,39018205.0,991659.0
2021-11-13,7759765467.0,186750.0,39055555.0,992228.0
2021-11-14,7759771517.0,150290.0,39085613.0,992580.0
2021-11-15,7759551545.0,307865.0,39147186.0,993404.0
2021-11-16,7759571226.0,239595.0,39195105.0,994074.0
2021-11-17,7759418846.0,325915.0,39260288.0,994951.0
2021-11-18,7759363866.0,316775.0,39323643.0,995716.0
2021-11-19,7759273577.0,338645.0,39391372.0,996406.0
2021-11-20,7759378814.0,194125.0,39430197.0,996864.0
2021-11-21,7759382645.0,158295.0,39461856.0,997204.0
2021-11-22,7759068663.0,392870.0,39540430.0,998037.0
2021-11-23,7759150027.0,258925.0,39592215.0,998833.0
2021-11-24,7758990324.0,348230.0,39661861.0,999585.0
2021-11-25,7758926219.0,342970.0,39730455.0,1000356.0
2021-11-26,7758881467.0,322465.0,39794948.0,1001120.0
2021-11-27,7759001171.0,168535.0,39828655.0,1001639.0
2021-11-28,7759007156.0,135170.0,39855689.0,1001985.0
2021-11-29,7758675604.0,388265.0,39933342.0,1002789.0
2021-11-30,7758748476.0,262180.0,39985778.0,1003566.0
2021-12-01,7758641832.0,306745.0,40047127.0,1004296.0
2021-12-02,7758567511.0,317000.0,40110527.0,1004962.0
2021-12-03,7758553134.0,275575.0,40165642.0,1005649.0
2021-12-04,7758649206.0,149270.0,40195496.0,1006028.0
2021-12-05,7758662639.0,112945.0,40218085.0,1006331.0
2021-12-06,7758351509.0,352685.0,40288622.0,1007184.0
2021-12-07,7758444267.0,216035.0,40331829.0,1007869.0
2021-12-08,7758357339.0,251930.0,40382215.0,1008516.0
2021-12-09,7758313805.0,245730.0,40431361.0,1009104.0
2021-12-10,7758299977.0,215790.0,40474519.0,1009714.0
2021-12-11,7758353881.0,134635.0,40501446.0,1010038.0
2021-12-12,7758377613.0,92170.0,40519880.0,1010337.0
2021-12-13,7758152592.0,263940.0,40572668.0,1010800.0
2021-12-14,7758163824.0,210020.0,40614672.0,1011484.0
2021-12-15,7758097908.0,229385.0,40660549.0,1012158.0
2021-12-16,7758112741.0,178400.0,40696229.0,1012630.0
2021-12-17,7758014363.0,230175.0,40742264.0,1013198.0
2021-12-18,7758009131.0,195780.0,40781420.0,1013669.0
2021-12-19,7758052014.0,127235.0,40806867.0,1013884.0
2021-12-20,7757817369.0,301100.0,40867087.0,1014444.0
2021-12-21,7757835160.0,235740.0,40914235.0,1014865.0
2021-12-22,7757723281.0,289340.0,40972103.0,1015276.0
2021-12-23,7757549436.0,385570.0,41049217.0,1015777.0
2021-12-24,7757466764.0,389805.0,41127178.0,1016253.0
2021-12-25,7757567123.0,241040.0,41175386.0,1016451.0
2021-12-26,7757511650.0,246900.0,41224766.0,1016684.0
2021-12-27,7757212030.0,455085.0,41315783.0,1017102.0
2021-12-28,7756963446.0,585985.0,41432980.0,1017589.0
2021-12-29,7756572193.0,813915.0,41595763.0,1018129.0
2021-12-30,7756286999.0,915485.0,41778860.0,1018656.0
2021-12-31,7756162935.0,865940.0,41952048.0,1019077.0
2022-01-01,7756390598.0,531720.0,42058392.0,1019290.0
2022-01-02,7756292649.0,524495.0,42163291.0,1019565.0
2022-01-03,7755668810.0,956590.0,42354609.0,1019991.0
2022-01-04,7755006648.0,1348395.0,42624288.0,1020669.0
2022-01-05,7754554443.0,1500135.0,42924315.0,1021107.0
2022-01-06,7754000775.0,1711130.0,43266541.0,1021554.0
2022-01-07,7753400765.0,1925465.0,43651634.0,1022136.0
2022-01-08,7753325600.0,1666830.0,43985000.0,1022570.0
2022-01-09,7753575000.0,1180675.0,44221135.0,1023190.0
2022-01-10,7752478043.0,1897430.0,44600621.0,1023906.0
2022-01-11,7751998244.0,1980455.0,44996712.0,1024589.0
2022-01-12,7750817558.0,2633710.0,45523454.0,1025278.0
2022-01-13,7750832069.0,2182005.0,45959855.0,1026071.0
2022-01-14,7749973486.0,2533125.0,46466480.0,1026909.0
2022-01-15,7750590079.0,1596585.0,46785797.0,1027539.0
2022-01-16,7750759239.0,1189140.0,47023625.0,1027996.0
2022-01-17,7749317079.0,2191885.0,47462002.0,1029034.0
2022-01-18,7748680838.0,2355880.0,47933178.0,1030104.0
2022-01-19,7747712279.0,2769455.0,48487069.0,1031197.0
2022-01-20,7747289365.0,2659315.0,49018932.0,1032388.0
2022-01-21,7746925009.0,2518810.0,49522694.0,1033487.0
2022-01-22,7746830567.0,2177025.0,49958099.0,1034309.0
2022-01-23,7747237042.0,1475090.0,50253117.0,1034751.0
2022-01-24,7745824954.0,2404900.0,50734097.0,1036049.0
2022-01-25,7745057422.0,2642570.0,51262611.0,1037397.0
2022-01-26,7744504723.0,2661580.0,51794927.0,1038770.0
2022-01-27,7743582244.0,2985270.0,52391981.0,1040505.0
2022-01-28,7743133761.0,2860085.0,52963998.0,1042156.0
2022-01-29,7743535481.0,2047585.0,53373515.0,1043419.0
2022-01-30,7743977230.0,1337575.0,53641030.0,1044165.0
2022-01-31,7743225125.0,1740130.0,53989056.0,1045689.0
2022-02-01,7742537172.0,2022090.0,54393474.0,1047264.0
2022-02-02,7741907583.0,2208195.0,54835113.0,1049109.0
2022-02-03,7740867311.0,2705425.0,55376198.0,1051066.0
2022-02-04,7740868024.0,2252390.0,55826676.0,1052910.0
2022-02-05,7741154923.0,1636775.0,56154031.0,1054271.0
2022-02-06,7741525185.0,1054735.0,56364978.0,1055102.0
2022-02-07,7740798602.0,1483125.0,56661603.0,1056670.0
2022-02-08,7740070770.0,1840760.0,57029755.0,1058715.0
2022-02-09,7739665251.0,1870150.0,57403785.0,1060814.0
2022-02-10,7739315008.0,1848800.0,57773545.0,1062647.0
2022-02-11,7739097643.0,1720225.0,58117590.0,1064542.0
2022-02-12,7739091817.0,1437175.0,58405025.0,1065983.0
2022-02-13,7739445499.0,902290.0,58585483.0,1066728.0
2022-02-14,7738938404.0,1173170.0,58820117.0,1068309.0
2022-02-15,7738477713.0,1360135.0,59092144.0,1070008.0
2022-02-16,7738105900.0,1441840.0,59380512.0,1071748.0
2022-02-17,7737824826.0,1434155.0,59667343.0,1073676.0
2022-02-18,7737532416.0,1437225.0,59954788.0,1075571.0
2022-02-19,7737760338.0,1006650.0,60156118.0,1076894.0
2022-02-20,7737669145.0,914125.0,60338943.0,1077787.0
2022-02-21,7737521817.0,883590.0,60515661.0,1078932.0
2022-02-22,7737006169.0,1164785.0,60748618.0,1080428.0
2022-02-23,7736484618.0,1403960.0,61029410.0,1082012.0
2022-02-24,7736443165.0,1203140.0,61270038.0,1083657.0
2022-02-25,7736253747.0,1159250.0,61501888.0,1085115.0
2022-02-26,7735954568.0,1214380.0,61744764.0,1086288.0
2022-02-27,7736121043.0,872635.0,61919291.0,1087031.0
2022-02-28,7735898615.0,911795.0,62101650.0,1087940.0
2022-03-01,7735871255.0,781895.0,62258029.0,1088821.0
2022-03-02,7735152890.0,1249375.0,62507904.0,1089831.0
2022-03-03,7734852396.0,1290335.0,62765971.0,1091298.0
2022-03-04,7734518487.0,1352290.0,63036429.0,1092794.0
2022-03-05,7734553449.0,1096675.0,63255764.0,1094112.0
2022-03-06,7734793116.0,713515.0,63398467.0,1094902.0
2022-03-07,7734393241.0,926935.0,63583854.0,1095970.0
2022-03-08,7734016515.0,1085425.0,63800939.0,1097121.0
2022-03-09,7733896923.0,1003165.0,64001572.0,1098340.0
2022-03-10,7733480989.0,1181370.0,64237846.0,1099795.0
2022-03-11,7733334597.0,1105550.0,64458956.0,1100897.0
2022-03-12,7733334403.0,920640.0,64643084.0,1101873.0
2022-03-13,7733426438.0,689970.0,64781078.0,1102514.0
2022-03-14,7733180401.0,779240.0,64936926.0,1103433.0
2022-03-15,7732722664.0,1030370.0,65143000.0,1103966.0
2022-03-16,7732228853.0,1269395.0,65396879.0,1104873.0
2022-03-17,7732217361.0,1066455.0,65610170.0,1106014.0
2022-03-18,7732007004.0,1063160.0,65822802.0,1107034.0
2022-03-19,7732007073.0,885240.0,65999850.0,1107837.0
2022-03-20,7732124615.0,639300.0,66127710.0,1108375.0
2022-03-21,7731856470.0,746130.0,66276936.0,1120464.0
2022-03-22,7731464710.0,947455.0,66466427.0,1121408.0
2022-03-23,7731112525.0,1082385.0,66682904.0,1122186.0
2022-03-24,7731006540.0,989535.0,66880811.0,1123114.0
2022-03-25,7730985257.0,841700.0,67049151.0,1123892.0
2022-03-26,7730999884.0,688745.0,67186900.0,1124471.0
2022-03-27,7731169760.0,432065.0,67273313.0,1124862.0
2022-03-28,7730612142.0,824275.0,67438168.0,1125415.0
2022-03-29,7730540600.0,745640.0,67587296.0,1126464.0
2022-03-30,7730059631.0,1021615.0,67791619.0,1127135.0
2022-03-31,7729903921.0,980450.0,67987709.0,1127920.0
2022-04-01,7730043846.0,699635.0,68127636.0,1128883.0
2022-04-02,7730123191.0,516580.0,68230952.0,1129277.0
2022-04-03,7730170951.0,390455.0,68309043.0,1129551.0
2022-04-04,7729815520.0,621140.0,68433271.0,1130069.0
2022-04-05,7729611207.0,687455.0,68570762.0,1130576.0
2022-04-06,7729486428.0,676445.0,68706051.0,1131076.0
2022-04-07,7729207923.0,795225.0,68865096.0,1131756.0
2022-04-08,7729354324.0,540360.0,68973168.0,1132148.0
2022-04-09,7729310305.0,486705.0,69070509.0,1132481.0
2022-04-10,7729337311.0,382930.0,69147095.0,1132664.0
2022-04-11,7729117052.0,502335.0,69247562.0,1133051.0
2022-04-12,7729044430.0,478810.0,69343324.0,1133436.0
2022-04-13,7728495888.0,855615.0,69514447.0,1134050.0
2022-04-14,7728517413.0,694585.0,69653364.0,1134638.0
2022-04-15,7728829102.0,318830.0,69717130.0,1134938.0
2022-04-16,7728713653.0,361705.0,69789471.0,1135171.0
