date,cumulative_confirmed,cumulative_recovered,active_infected,new_cases_daily,new_recovered_daily,S,I,R,E,S_seir,beta_est,gamma_est,sigma_est,R0_est,population_N
2021-02-26,113873956,63992562,49881394,441940.0,260268.0,7786126044,49881394,63992562,2028145,7784097899,0.007912,0.004711,0.2,1.6795,7900000000
2021-02-27,114270693,64243284,50027409,396737.0,250722.0,7785729307,50027409,64243284,2129313,7783599994,0.007952,0.004645,0.2,1.7119,7900000000
2021-02-28,114578478,64418461,50160017,307785.0,175177.0,7785421522,50160017,64418461,2044356,7783377166,0.007897,0.004513,0.2,1.7498,7900000000
2021-03-01,114883979,64633387,50250592,305501.0,214926.0,7785116021,50250592,64633387,1904927,7783211094,0.007912,0.004597,0.2,1.7211,7900000000
2021-03-02,115197242,64903491,50293751,313263.0,270104.0,7784802758,50293751,64903491,1765226,7783037532,0.007676,0.004568,0.2,1.6804,7900000000
2021-03-03,115639088,65132899,50506189,441846.0,229408.0,7784360912,50506189,65132899,1765132,7782595780,0.007636,0.004606,0.2,1.6578,7900000000
2021-03-04,116097496,65383179,50714317,458408.0,250280.0,7783902504,50714317,65383179,1826803,7782075701,0.00762,0.00465,0.2,1.6387,7900000000
2021-03-05,116546593,65609539,50937054,449097.0,226360.0,7783453407,50937054,65609539,1968115,7781485292,0.007608,0.004535,0.2,1.6776,7900000000
2021-03-06,116960620,65846042,51114578,414027.0,236503.0,7783039380,51114578,65846042,2076641,7780962739,0.007631,0.004479,0.2,1.7037,7900000000
2021-03-07,117335064,66084362,51250702,374444.0,238320.0,7782664936,51250702,66084362,2137822,7780527114,0.0078,0.004644,0.2,1.6796,7900000000
2021-03-08,117640533,66358920,51281613,305469.0,274558.0,7782359467,51281613,66358920,2001445,7780358022,0.007795,0.004807,0.2,1.6216,7900000000
2021-03-09,118054577,66621153,51433424,414044.0,262233.0,7781945423,51433424,66621153,1957081,7779988342,0.008057,0.004771,0.2,1.6887,7900000000
2021-03-10,118513444,66856509,51656935,458867.0,235356.0,7781486556,51656935,66856509,1966851,7779519705,0.00807,0.004767,0.2,1.6929,7900000000
2021-03-11,119003124,67129126,51873998,489680.0,272617.0,7780996876,51873998,67129126,2042504,7778954372,0.008124,0.004808,0.2,1.6897,7900000000
2021-03-12,119492372,67397682,52094690,489248.0,268556.0,7780507628,52094690,67397682,2157308,7778350320,0.008202,0.004904,0.2,1.6725,7900000000
2021-03-13,119947968,67650214,52297754,455596.0,252532.0,7780052032,52297754,67650214,2307435,7777744597,0.008286,0.004928,0.2,1.6814,7900000000
2021-03-14,120313043,67895902,52417141,365075.0,245688.0,7779686957,52417141,67895902,2258466,7777428491,0.008242,0.004937,0.2,1.6694,7900000000
2021-03-15,120667127,68185781,52481346,354084.0,289879.0,7779332873,52481346,68185781,2153683,7777179190,0.008366,0.004973,0.2,1.6823,7900000000
2021-03-16,121134161,68452266,52681895,467034.0,266485.0,7778865839,52681895,68452266,2131037,7776734802,0.008481,0.004965,0.2,1.7082,7900000000
2021-03-17,121679877,68716802,52963075,545716.0,264536.0,7778320123,52963075,68716802,2187505,7776132618,0.008674,0.005018,0.2,1.7286,7900000000
2021-03-18,122227806,68985878,53241928,547929.0,269076.0,7777772194,53241928,68985878,2279838,7775492356,0.008788,0.004982,0.2,1.764,7900000000
2021-03-19,122790345,69264939,53525406,562539.0,279061.0,7777209655,53525406,69264939,2477302,7774732353,0.008941,0.004984,0.2,1.7939,7900000000
2021-03-20,123288792,69523150,53765642,498447.0,258211.0,7776711208,53765642,69523150,2621665,7774089543,0.009017,0.004976,0.2,1.8121,7900000000
2021-03-21,123729261,69803249,53926012,440469.0,280099.0,7776270739,53926012,69803249,2595100,7773675639,0.009194,0.005053,0.2,1.8195,7900000000
2021-03-22,124150452,70137878,54012574,421191.0,334629.0,7775849548,54012574,70137878,2470575,7773378973,0.00936,0.005163,0.2,1.8129,7900000000
2021-03-23,124656291,70451020,54205271,505839.0,313142.0,7775343709,54205271,70451020,2428485,7772915224,0.009431,0.005268,0.2,1.7902,7900000000
2021-03-24,125285990,70786662,54499328,629699.0,335642.0,7774714010,54499328,70786662,2495645,7772218365,0.009605,0.005426,0.2,1.7702,7900000000
2021-03-25,125938183,71098479,54839704,652193.0,311817.0,7774061817,54839704,71098479,2649391,7771412426,0.009822,0.005503,0.2,1.7848,7900000000
2021-03-26,126578225,71463065,55115160,640042.0,364586.0,7773421775,55115160,71463065,2848964,7770572811,0.009978,0.005697,0.2,1.7514,7900000000
2021-03-27,127162758,71768318,55394440,584533.0,305253.0,7772837242,55394440,71768318,3012306,7769824936,0.010154,0.00579,0.2,1.7537,7900000000
2021-03-28,127655412,72097106,55558306,492654.0,328788.0,7772344588,55558306,72097106,2999121,7769345467,0.010261,0.005898,0.2,1.7397,7900000000
2021-03-29,128114688,72401542,55713146,459276.0,304436.0,7771885312,55713146,72401542,2828698,7769056614,0.010332,0.005804,0.2,1.7802,7900000000
2021-03-30,128676894,72736785,55940109,562206.0,335243.0,7771323106,55940109,72736785,2738711,7768584395,0.010438,0.005837,0.2,1.7882,7900000000
2021-03-31,129350790,73119294,56231496,673896.0,382509.0,7770649210,56231496,73119294,2772565,7767876645,0.010499,0.005926,0.2,1.7717,7900000000
2021-04-01,130060609,73464080,56596529,709819.0,344786.0,7769939391,56596529,73464080,2897851,7767041540,0.01058,0.005971,0.2,1.7719,7900000000
2021-04-02,130705394,73784287,56921107,644785.0,320207.0,7769294606,56921107,73784287,3049982,7766244624,0.010532,0.005826,0.2,1.8078,7900000000
2021-04-03,131245744,74150288,57095456,540350.0,366001.0,7768754256,57095456,74150288,3131056,7765623200,0.010389,0.00596,0.2,1.7431,7900000000
2021-04-04,131805666,74498476,57307190,559922.0,348188.0,7768194334,57307190,74498476,3128772,7765065562,0.010521,0.005986,0.2,1.7576,7900000000
2021-04-05,132302655,74846289,57456366,496989.0,347813.0,7767697345,57456366,74846289,2951865,7764745480,0.01059,0.006079,0.2,1.7421,7900000000
2021-04-06,132910149,75216285,57693864,607494.0,369996.0,7767089851,57693864,75216285,2849540,7764240311,0.010661,0.00614,0.2,1.7363,7900000000
2021-04-07,133573288,75699590,57873698,663139.0,483305.0,7766426712,57873698,75699590,2867894,7763558818,0.010602,0.006369,0.2,1.6646,7900000000
2021-04-08,134409344,76094849,58314495,836056.0,395259.0,7765590656,58314495,76094849,3163600,7762427056,0.010838,0.006445,0.2,1.6816,7900000000
2021-04-09,135156662,76548562,58608100,747318.0,453713.0,7764843338,58608100,76548562,3350996,7761492342,0.011039,0.006738,0.2,1.6383,7900000000
2021-04-10,135827306,76933556,58893750,670644.0,384994.0,7764172694,58893750,76933556,3524651,7760648043,0.011308,0.006751,0.2,1.675,7900000000
2021-04-11,136536918,77464028,59072890,709612.0,530472.0,7763463082,59072890,77464028,3626769,7759836313,0.011643,0.007172,0.2,1.6234,7900000000
2021-04-12,137150764,77858760,59292004,613846.0,394732.0,7762849236,59292004,77858760,3577476,7759271760,0.011887,0.007258,0.2,1.6378,7900000000
2021-04-13,137914588,78345222,59569366,763824.0,486462.0,7762085412,59569366,78345222,3505244,7758580168,0.012215,0.007504,0.2,1.6278,7900000000
2021-04-14,138725902,78792112,59933790,811314.0,446890.0,7761274098,59933790,78792112,3569240,7757704858,0.012501,0.007371,0.2,1.696,7900000000
2021-04-15,139547133,79236514,60310619,821231.0,444402.0,7760452867,60310619,79236514,3719827,7756733040,0.012389,0.007442,0.2,1.6647,7900000000
2021-04-16,140406983,79740631,60666352,859850.0,504117.0,7759593017,60666352,79740631,3870065,7755722952,0.012587,0.007517,0.2,1.6745,7900000000
2021-04-17,141200970,80259167,60941803,793987.0,518536.0,7758799030,60941803,80259167,4050206,7754748824,0.012826,0.007796,0.2,1.6452,7900000000
2021-04-18,141901080,80839358,61061722,700110.0,580191.0,7758098920,61061722,80839358,3986492,7754112428,0.012779,0.007897,0.2,1.6182,7900000000
2021-04-19,142592012,81374733,61217279,690932.0,535375.0,7757407988,61217279,81374733,3866110,7753541878,0.012931,0.008205,0.2,1.576,7900000000
2021-04-20,143431609,81979570,61452039,839597.0,604837.0,7756568391,61452039,81979570,3884476,7752683915,0.013063,0.008449,0.2,1.5461,7900000000
2021-04-21,144320851,82491870,61828981,889242.0,512300.0,7755679149,61828981,82491870,3913868,7751765281,0.013168,0.008548,0.2,1.5405,7900000000
2021-04-22,145220252,83128166,62092086,899401.0,636296.0,7754779748,62092086,83128166,4019282,7750760466,0.013297,0.008954,0.2,1.485,7900000000
2021-04-23,146127911,83767998,62359913,907659.0,639832.0,7753872089,62359913,83767998,4226831,7749645258,0.013353,0.009226,0.2,1.4473,7900000000
2021-04-24,146952141,84344289,62607852,824230.0,576291.0,7753047859,62607852,84344289,4360129,7748687730,0.013372,0.009321,0.2,1.4346,7900000000
2021-04-25,147680627,84878103,62802524,728486.0,533814.0,7752319373,62802524,84878103,4249018,7748070355,0.013397,0.009187,0.2,1.4583,7900000000
2021-04-26,148369677,85565469,62804208,689050.0,687366.0,7751630323,62804208,85565469,4048826,7747581497,0.013394,0.009532,0.2,1.4052,7900000000
2021-04-27,149208799,86246373,62962426,839122.0,680904.0,7750791201,62962426,86246373,3988547,7746802654,0.01336,0.009681,0.2,1.38,7900000000
2021-04-28,150107590,86843038,63264552,898791.0,596665.0,7749892410,63264552,86843038,3979679,7745912731,0.01332,0.009825,0.2,1.3557,7900000000
2021-04-29,151001625,87550354,63451271,894035.0,707316.0,7748998375,63451271,87550354,4049484,7744948891,0.01327,0.009956,0.2,1.3329,7900000000
2021-04-30,151892994,88236950,63656044,891369.0,686596.0,7748107006,63656044,88236950,4212367,7743894639,0.013192,0.010029,0.2,1.3154,7900000000
2021-05-01,152687904,88919400,63768504,794910.0,682450.0,7747312096,63768504,88919400,4318227,7742993869,0.013103,0.010249,0.2,1.2785,7900000000
2021-05-02,153375175,89612414,63762761,687271.0,693014.0,7746624825,63762761,89612414,4166376,7742458449,0.013011,0.010607,0.2,1.2266,7900000000
2021-05-03,154065632,90255903,63809729,690457.0,643489.0,7745934368,63809729,90255903,3958042,7741976326,0.013006,0.010501,0.2,1.2385,7900000000
2021-05-04,154850588,90912803,63937785,784956.0,656900.0,7745149412,63937785,90912803,3848963,7741300449,0.012858,0.010426,0.2,1.2333,7900000000
2021-05-05,155692589,91626285,64066304,842001.0,713482.0,7744307411,64066304,91626285,3799595,7740507816,0.012704,0.010666,0.2,1.1911,7900000000
2021-05-06,156565435,92301897,64263538,872846.0,675612.0,7743434565,64263538,92301897,3877531,7739557034,0.012618,0.010563,0.2,1.1945,7900000000
2021-05-07,157400261,92998026,64402235,834826.0,696129.0,7742599739,64402235,92998026,4025086,7738574653,0.012465,0.010561,0.2,1.1803,7900000000
2021-05-08,158188559,93709031,64479528,788298.0,711005.0,7741811441,64479528,93709031,4122927,7737688514,0.012436,0.010612,0.2,1.1719,7900000000
2021-05-09,158837968,94371824,64466144,649409.0,662793.0,7741162032,64466144,94371824,3987380,7737174652,0.012354,0.010547,0.2,1.1713,7900000000
2021-05-10,159463612,95000510,64463102,625644.0,628686.0,7740536388,64463102,95000510,3771023,7736765365,0.012209,0.010515,0.2,1.1611,7900000000
2021-05-11,160189411,95751514,64437897,725799.0,751004.0,7739810589,64437897,95751514,3623976,7736186613,0.012081,0.010727,0.2,1.1262,7900000000
2021-05-12,160956898,96399063,64557835,767487.0,647549.0,7739043102,64557835,96399063,3556637,7735486465,0.011891,0.010561,0.2,1.1259,7900000000
2021-05-13,161691597,97089180,64602417,734699.0,690117.0,7738308403,64602417,97089180,3503038,7734805365,0.011572,0.010586,0.2,1.0931,7900000000
2021-05-14,162401162,97754527,64646635,709565.0,665347.0,7737598838,64646635,97754527,3563194,7734035644,0.011283,0.010511,0.2,1.0734,7900000000
2021-05-15,163032774,98397064,64635710,631612.0,642537.0,7736967226,64635710,98397064,3569162,7733398064,0.010932,0.010361,0.2,1.0551,7900000000
2021-05-16,163579396,99064468,64514928,546622.0,667404.0,7736420604,64514928,99064468,3389985,7733030619,0.010721,0.010391,0.2,1.0318,7900000000
2021-05-17,164122938,99808930,64314008,543542.0,744462.0,7735877062,64314008,99808930,3166040,7732711022,0.010569,0.010681,0.2,0.9895,7900000000
2021-05-18,164742576,100552043,64190533,619638.0,743113.0,7735257424,64190533,100552043,3050979,7732206445,0.010349,0.010684,0.2,0.9686,7900000000
2021-05-19,165414621,101250070,64164551,672045.0,698027.0,7734585379,64164551,101250070,3013459,7731571920,0.010137,0.0108,0.2,0.9386,7900000000
2021-05-20,165696927,101886759,63810168,282306.0,636689.0,7734303073,63810168,101886759,2664153,7731638920,0.009159,0.010741,0.2,0.8527,7900000000
2021-05-21,166323402,102501547,63821855,626475.0,614788.0,7733676598,63821855,102501547,2744006,7730932592,0.008968,0.010626,0.2,0.844,7900000000
2021-05-22,166895763,103118308,63777455,572361.0,616761.0,7733104237,63777455,103118308,2772825,7730331412,0.00884,0.010575,0.2,0.8359,7900000000
2021-05-23,167377386,103620279,63757107,481623.0,501971.0,7732622614,63757107,103620279,2634810,7729987804,0.008694,0.010208,0.2,0.8517,7900000000
2021-05-24,167828464,104247871,63580593,451078.0,627592.0,7732171536,63580593,104247871,2413843,7729757693,0.008507,0.009974,0.2,0.8529,7900000000
2021-05-25,168361871,104824934,63536937,533407.0,577063.0,7731638129,63536937,104824934,2664944,7728973185,0.008315,0.009607,0.2,0.8655,7900000000
2021-05-26,168930299,105380747,63549552,568428.0,555813.0,7731069701,63549552,105380747,2606897,7728462804,0.008076,0.009286,0.2,0.8697,7900000000
2021-05-27,169477196,106078105,63399091,546897.0,697358.0,7730522804,63399091,106078105,2581433,7727941371,0.008705,0.009444,0.2,0.9217,7900000000
2021-05-28,169982707,106633068,63349639,505511.0,554963.0,7730017293,63349639,106633068,2605321,7727411972,0.008433,0.009317,0.2,0.9051,7900000000
2021-05-29,170463127,107140668,63322459,480420.0,507600.0,7729536873,63322459,107140668,2634663,7726902210,0.008226,0.009075,0.2,0.9064,7900000000
2021-05-30,170853074,107630597,63222477,389947.0,489929.0,7729146926,63222477,107630597,2491203,7726655723,0.008027,0.009062,0.2,0.8858,7900000000
2021-05-31,171240130,108159766,63080364,387056.0,529169.0,7728759870,63080364,108159766,2309831,7726450039,0.007898,0.008859,0.2,0.8915,7900000000
2021-06-01,171700134,108743649,62956485,460004.0,583883.0,7728299866,62956485,108743649,2222938,7726076928,0.007743,0.008892,0.2,0.8708,7900000000
2021-06-02,172187762,109272023,62915739,487628.0,528374.0,7727812238,62915739,109272023,2205055,7725607183,0.007561,0.008836,0.2,0.8557,7900000000
2021-06-03,172668261,109701213,62967048,480499.0,429190.0,7727331739,62967048,109701213,2205134,7725126605,0.007402,0.00822,0.2,0.9005,7900000000
2021-06-04,173093152,110226715,62866437,424891.0,525502.0,7726906848,62866437,110226715,2240078,7724666770,0.007226,0.008166,0.2,0.8849,7900000000
2021-06-05,173489803,110704845,62784958,396651.0,478130.0,7726510197,62784958,110704845,2249673,7724260524,0.007041,0.00811,0.2,0.8682,7900000000
2021-06-06,173812784,111146371,62666413,322981.0,441526.0,7726187216,62666413,111146371,2112650,7724074566,0.006899,0.008015,0.2,0.8608,7900000000
2021-06-07,174134551,111568368,62566183,321767.0,421997.0,7725865449,62566183,111568368,1946789,7723918660,0.006758,0.007783,0.2,0.8683,7900000000
2021-06-08,174504668,111983104,62521564,370117.0,414736.0,7725495332,62521564,111983104,1836407,7723658925,0.006553,0.007402,0.2,0.8853,7900000000
2021-06-09,174922960,112435799,62487161,418292.0,452695.0,7725077040,62487161,112435799,1829808,7723247232,0.006395,0.007233,0.2,0.8841,7900000000
2021-06-10,175376464,112849488,62526976,453504.0,413689.0,7724623536,62526976,112849488,1886661,7722736875,0.006328,0.007193,0.2,0.8797,7900000000
2021-06-11,175798501,113225020,62573481,422037.0,375532.0,7724201499,62573481,113225020,1985717,7722215782,0.006317,0.006845,0.2,0.9229,7900000000
2021-06-12,176166881,113563994,62602887,368380.0,338974.0,7723833119,62602887,113563994,2032330,7721800789,0.006248,0.006524,0.2,0.9577,7900000000
2021-06-13,176469682,113993655,62476027,302801.0,429661.0,7723530318,62476027,113993655,1965014,7721565304,0.006214,0.006511,0.2,0.9544,7900000000
2021-06-14,176778984,114340429,62438555,309302.0,346774.0,7723221016,62438555,114340429,1856024,7721364992,0.006189,0.006342,0.2,0.9759,7900000000
2021-06-15,177153741,114800574,62353167,374757.0,460145.0,7722846259,62353167,114800574,1777277,7721068982,0.006209,0.006455,0.2,0.9619,7900000000
2021-06-16,177542916,115149801,62393115,389175.0,349227.0,7722457084,62393115,115149801,1744415,7720712669,0.006137,0.006214,0.2,0.9876,7900000000
2021-06-17,177938911,115530279,62408632,395995.0,380478.0,7722061089,62408632,115530279,1772030,7720289059,0.006001,0.006136,0.2,0.978,7900000000
2021-06-18,178342418,115849842,62492576,403507.0,319563.0,7721657582,62492576,115849842,1872736,7719784846,0.00595,0.006,0.2,0.9917,7900000000
2021-06-19,178689716,116181692,62508024,347298.0,331850.0,7721310284,62508024,116181692,1910732,7719399552,0.005899,0.005983,0.2,0.986,7900000000
2021-06-20,178994480,116446786,62547694,304764.0,265094.0,7721005520,62547694,116446786,1840739,7719164781,0.0059,0.005603,0.2,1.053,7900000000
2021-06-21,179291135,116804004,62487131,296655.0,357218.0,7720708865,62487131,116804004,1748219,7718960646,0.005877,0.005632,0.2,1.0435,7900000000
2021-06-22,179701349,117107408,62593941,410214.0,303404.0,7720298651,62593941,117107408,1762438,7718536213,0.00595,0.005265,0.2,1.1301,7900000000
2021-06-23,180097972,117507151,62590821,396623.0,399743.0,7719902028,62590821,117507151,1755554,7718146474,0.005968,0.00538,0.2,1.1093,7900000000
2021-06-24,180507231,117796862,62710369,409259.0,289711.0,7719492769,62710369,117796862,1817515,7717675254,0.005988,0.005163,0.2,1.1598,7900000000
2021-06-25,180924899,118125509,62799390,417668.0,328647.0,7719075101,62799390,118125509,1930419,7717144682,0.006012,0.005177,0.2,1.1613,7900000000
2021-06-26,181287796,118420068,62867728,362897.0,294559.0,7718712204,62867728,118420068,1996661,7716715543,0.006042,0.005086,0.2,1.188,7900000000
2021-06-27,181599032,118678807,62920225,311236.0,258739.0,7718400968,62920225,118678807,1897683,7716503285,0.006053,0.005068,0.2,1.1944,7900000000
2021-06-28,181932050,119006263,62925787,333018.0,327456.0,7718067950,62925787,119006263,1834078,7716233872,0.006137,0.005,0.2,1.2274,7900000000
2021-06-29,182313258,119299679,63013579,381208.0,293416.0,7717686742,63013579,119299679,1806027,7715880715,0.006061,0.00497,0.2,1.2195,7900000000
2021-06-30,182712726,119580620,63132106,399468.0,280941.0,7717287274,63132106,119580620,1787827,7715499447,0.006057,0.004692,0.2,1.2909,7900000000
2021-07-01,183148268,120008476,63139792,435542.0,427856.0,7716851732,63139792,120008476,1860472,7714991260,0.006117,0.005004,0.2,1.2224,7900000000
2021-07-02,183590610,120299518,63291092,442342.0,291042.0,7716409390,63291092,120299518,1991578,7714417812,0.00616,0.004907,0.2,1.2553,7900000000
2021-07-03,183964437,120569293,63395144,373827.0,269775.0,7716035563,63395144,120569293,2032387,7714003176,0.006175,0.004843,0.2,1.275,7900000000
2021-07-04,184292181,120868181,63424000,327744.0,298888.0,7715707819,63424000,120868181,1978923,7713728896,0.006211,0.004931,0.2,1.2596,7900000000
2021-07-05,184670098,121235174,63434924,377917.0,366993.0,7715329902,63434924,121235174,1957372,7713372530,0.006314,0.00502,0.2,1.2578,7900000000
2021-07-06,185120629,121563017,63557612,450531.0,327843.0,7714879371,63557612,121563017,1972361,7712907010,0.006461,0.005087,0.2,1.2701,7900000000
2021-07-07,185585871,121831180,63754691,465242.0,268163.0,7714414129,63754691,121831180,1995261,7712418868,0.006593,0.005043,0.2,1.3074,7900000000
2021-07-08,186067750,122123831,63943919,481879.0,292651.0,7713932250,63943919,122123831,2103313,7711828937,0.00668,0.004726,0.2,1.4135,7900000000
2021-07-09,186580986,122462949,64118037,513236.0,339118.0,7713419014,64118037,122462949,2288805,7711130209,0.006824,0.00482,0.2,1.4158,7900000000
2021-07-10,187002099,122907153,64094946,421113.0,444204.0,7712997901,64094946,122907153,2332001,7710665900,0.006935,0.005211,0.2,1.3308,7900000000
2021-07-11,187371991,123197639,64174352,369892.0,290486.0,7712628009,64174352,123197639,2251362,7710376647,0.007022,0.005186,0.2,1.354,7900000000
2021-07-12,187806155,123499875,64306280,434164.0,302236.0,7712193845,64306280,123499875,2220284,7709973561,0.007136,0.005031,0.2,1.4184,7900000000
2021-07-13,188331814,123783322,64548492,525659.0,283447.0,7711668186,64548492,123783322,2264064,7709404122,0.00728,0.004914,0.2,1.4815,7900000000
2021-07-14,188869796,124113063,64756733,537982.0,329741.0,7711130204,64756733,124113063,2288810,7708841394,0.007422,0.005034,0.2,1.4744,7900000000
2021-07-15,189446223,124394119,65052104,576427.0,281056.0,7710553777,65052104,124394119,2444124,7708109653,0.007602,0.004986,0.2,1.5247,7900000000
2021-07-16,190042161,124784824,65257337,595938.0,390705.0,7709957839,65257337,124784824,2670170,7707287669,0.007764,0.005083,0.2,1.5274,7900000000
2021-07-17,190531011,125065613,65465398,488850.0,280789.0,7709468989,65465398,125065613,2724856,7706744133,0.007891,0.00471,0.2,1.6754,7900000000
2021-07-18,190951220,125382096,65569124,420209.0,316483.0,7709048780,65569124,125382096,2619406,7706429374,0.007991,0.004759,0.2,1.6791,7900000000
2021-07-19,191440687,125688817,65751870,489467.0,306721.0,7708559313,65751870,125688817,2570891,7705988422,0.008093,0.004756,0.2,1.7016,7900000000
2021-07-20,191973106,126008997,65964109,532419.0,320180.0,7708026894,65964109,126008997,2526883,7705500011,0.008082,0.00482,0.2,1.6768,7900000000
2021-07-21,192529214,126315580,66213634,556108.0,306583.0,7707470786,66213634,126315580,2487053,7704983733,0.008092,0.004752,0.2,1.7029,7900000000
2021-07-22,193094403,126671708,66422695,565189.0,356128.0,7706905597,66422695,126671708,2563392,7704342205,0.008043,0.004898,0.2,1.6421,7900000000
2021-07-23,193822543,126918098,66904445,728140.0,246390.0,7706177457,66904445,126918098,2871323,7703306134,0.008275,0.004555,0.2,1.8167,7900000000
2021-07-24,194254462,127435324,66819138,431919.0,517226.0,7705745538,66819138,127435324,2813775,7702931763,0.008161,0.005066,0.2,1.6109,7900000000
2021-07-25,194700076,127762741,66937335,445614.0,327417.0,7705299924,66937335,127762741,2726970,7702572954,0.008203,0.005081,0.2,1.6144,7900000000
2021-07-26,195240703,128063201,67177502,540627.0,300460.0,7704759297,67177502,128063201,2711489,7702047808,0.008286,0.005049,0.2,1.6411,7900000000
2021-07-27,195847033,128409040,67437993,606330.0,345839.0,7704152967,67437993,128409040,2752630,7701400337,0.008415,0.005084,0.2,1.6552,7900000000
2021-07-28,196497116,128745703,67751413,650083.0,336663.0,7703502884,67751413,128745703,2674573,7700828311,0.00858,0.005124,0.2,1.6745,7900000000
2021-07-29,197139985,129094091,68045894,642869.0,348388.0,7702860015,68045894,129094091,2885523,7699974492,0.008711,0.005086,0.2,1.7127,7900000000
2021-07-30,197872339,129401282,68471057,732354.0,307191.0,7702127661,68471057,129401282,3172263,7698955398,0.008667,0.005181,0.2,1.6728,7900000000
2021-07-31,198389684,129705211,68684473,517345.0,303929.0,7701610316,68684473,129705211,3148981,7698461335,0.008822,0.004721,0.2,1.8687,7900000000
2021-08-01,198872752,129994389,68878363,483068.0,289178.0,7701127248,68878363,129994389,3025719,7698101529,0.008878,0.004629,0.2,1.9179,7900000000
2021-08-02,199443855,130277533,69166322,571103.0,283144.0,7700556145,69166322,130277533,2946739,7697609406,0.008906,0.004574,0.2,1.9471,7900000000
2021-08-03,200078130,130582001,69496129,634275.0,304468.0,7699921870,69496129,130582001,2938145,7696983725,0.008923,0.004467,0.2,1.9975,7900000000
2021-08-04,200758588,130899061,69859527,680458.0,317060.0,7699241412,69859527,130899061,2886249,7696355163,0.008942,0.004403,0.2,2.0309,7900000000
2021-08-05,201444210,0,201444210,685622.0,0.0,7698555790,201444210,0,3054526,7695501264,0.003132,0.00128,0.2,2.4469,7900000000
2021-08-06,202263736,0,202263736,819526.0,0.0,7697736264,202263736,0,3390984,7694345280,0.003183,0.001058,0.2,3.0085,7900000000
2021-08-07,202825005,0,202825005,561269.0,0.0,7697174995,202825005,0,3381150,7693793845,0.003206,0.000841,0.2,3.8121,7900000000
2021-08-08,203292722,0,203292722,467717.0,0.0,7696707278,203292722,0,3214592,7693492686,0.003188,0.000636,0.2,5.0126,7900000000
2021-08-09,203911805,0,203911805,619083.0,0.0,7696088195,203911805,0,3153217,7692934978,0.003213,0.000435,0.2,7.3862,7900000000
2021-08-10,204557617,0,204557617,645812.0,0.0,7695442383,204557617,0,3113407,7692328976,0.003212,0.000221,0.2,14.5339,7900000000
2021-08-11,205288310,0,205288310,730693.0,0.0,7694711690,205288310,0,3024574,7691687116,0.003236,0.0,0.2,,7900000000
2021-08-12,205994052,0,205994052,705742.0,0.0,7694005948,205994052,0,3169047,7690836901,0.00324,0.0,0.2,,7900000000
2021-08-13,206795847,0,206795847,801795.0,0.0,7693204153,206795847,0,3503125,7689701028,0.003215,0.0,0.2,,7900000000
2021-08-14,207348758,0,207348758,552911.0,0.0,7692651242,207348758,0,3436953,7689214289,0.003201,0.0,0.2,,7900000000
2021-08-15,207815449,0,207815449,466691.0,0.0,7692184551,207815449,0,3257832,7688926719,0.003193,0.0,0.2,,7900000000
2021-08-16,208479793,0,208479793,664344.0,0.0,7691520207,208479793,0,3191483,7688328724,0.003215,0.0,0.2,,7900000000
2021-08-17,209162480,0,209162480,682687.0,0.0,7690837520,209162480,0,3168428,7687669092,0.003231,0.0,0.2,,7900000000
2021-08-18,209898123,0,209898123,735643.0,0.0,7690101877,209898123,0,3102276,7686999601,0.003223,0.0,0.2,,7900000000
2021-08-19,210609857,0,210609857,711734.0,0.0,7689390143,210609857,0,3261099,7686129044,0.003217,0.0,0.2,,7900000000
2021-08-20,211395070,0,211395070,785213.0,0.0,7688604930,211395070,0,3579621,7685025309,0.003194,0.0,0.2,,7900000000
2021-08-21,211954124,0,211954124,559054.0,0.0,7688045876,211954124,0,3474331,7684571545,0.00319,0.0,0.2,,7900000000
2021-08-22,212402204,0,212402204,448080.0,0.0,7687597796,212402204,0,3239724,7684358072,0.00317,0.0,0.2,,7900000000
2021-08-23,213086398,0,213086398,684194.0,0.0,7686913602,213086398,0,3188275,7683725327,0.003174,0.0,0.2,,7900000000
2021-08-24,213763171,0,213763171,676773.0,0.0,7686236829,213763171,0,3153314,7683083515,0.00316,0.0,0.2,,7900000000
2021-08-25,214500582,0,214500582,737411.0,0.0,7685499418,214500582,0,3105512,7682393906,0.003151,0.0,0.2,,7900000000
2021-08-26,215237031,0,215237031,736449.0,0.0,7684762969,215237031,0,3282907,7681480062,0.003157,0.0,0.2,,7900000000
2021-08-27,215988154,0,215988154,751123.0,0.0,7684011846,215988154,0,3585950,7680425896,0.003123,0.0,0.2,,7900000000
2021-08-28,216545334,0,216545334,557180.0,0.0,7683454666,216545334,0,3458936,7679995730,0.003114,0.0,0.2,,7900000000
2021-08-29,216992164,0,216992164,446830.0,0.0,7683007836,216992164,0,3228993,7679778843,0.003107,0.0,0.2,,7900000000
2021-08-30,217664015,0,217664015,671851.0,0.0,7682335985,217664015,0,3163433,7679172552,0.00309,0.0,0.2,,7900000000
2021-08-31,218284677,0,218284677,620662.0,0.0,7681715323,218284677,0,3047646,7678667677,0.003043,0.0,0.2,,7900000000
2021-09-01,219003757,0,219003757,719080.0,0.0,7680996243,219003757,0,3015603,7677980640,0.003021,0.0,0.2,,7900000000
2021-09-02,219680532,0,219680532,676775.0,0.0,7680319468,219680532,0,3135198,7677184270,0.002972,0.0,0.2,,7900000000
