date,cumulative_confirmed,cumulative_recovered,active_infected,new_cases_daily,new_recovered_daily,S,I,R,E,S_seir,beta_est,gamma_est,sigma_est,R0_est,population_N
2020-08-25,23937668,15568885,8368783,245208.0,231549.0,7876062332,8368783,15568885,1201549,7874860783,0.029972,0.024781,0.2,1.2095,7900000000
2020-08-26,24219359,15794619,8424740,281691.0,225734.0,7875780641,8424740,15794619,1221287,7874559354,0.029846,0.024747,0.2,1.206,7900000000
2020-08-27,24506622,16001856,8504766,287263.0,207237.0,7875493378,8504766,16001856,1245021,7874248357,0.029832,0.024505,0.2,1.2174,7900000000
2020-08-28,24790561,16200974,8589587,283939.0,199118.0,7875209439,8589587,16200974,1326201,7873883238,0.029906,0.024773,0.2,1.2072,7900000000
2020-08-29,25051295,16412387,8638908,260734.0,211413.0,7874948705,8638908,16412387,1358835,7873589870,0.029689,0.024656,0.2,1.2041,7900000000
2020-08-30,25271033,16622627,8648406,219738.0,210240.0,7874728967,8648406,16622627,1333365,7873395602,0.029939,0.024525,0.2,1.2208,7900000000
2020-08-31,25535340,16823417,8711923,264307.0,200790.0,7874464660,8711923,16823417,1315981,7873148679,0.030317,0.024369,0.2,1.2441,7900000000
2020-09-01,25802224,17081379,8720845,266884.0,257962.0,7874197776,8720845,17081379,1295602,7872902174,0.030644,0.024776,0.2,1.2368,7900000000
2020-09-02,26084114,17300616,8783498,281890.0,219237.0,7873915886,8783498,17300616,1293553,7872622333,0.030429,0.024494,0.2,1.2423,7900000000
2020-09-03,26369544,17521985,8847559,285430.0,221369.0,7873630456,8847559,17521985,1318249,7872312207,0.03018,0.024545,0.2,1.2296,7900000000
2020-09-04,26671276,17735486,8935790,301732.0,213501.0,7873328724,8935790,17735486,1400243,7871928481,0.030169,0.024532,0.2,1.2298,7900000000
2020-09-05,26944997,17936474,9008523,273721.0,200988.0,7873055003,9008523,17936474,1409657,7871645346,0.030133,0.024169,0.2,1.2468,7900000000
2020-09-06,27173995,18148265,9025730,228998.0,211791.0,7872826005,9025730,18148265,1371771,7871454234,0.030224,0.024147,0.2,1.2517,7900000000
2020-09-07,27391278,18345813,9045465,217283.0,197548.0,7872608722,9045465,18345813,1307164,7871301558,0.029413,0.024044,0.2,1.2233,7900000000
2020-09-08,27637790,18547610,9090180,246512.0,201797.0,7872362210,9090180,18547610,1268246,7871093964,0.028948,0.023043,0.2,1.2563,7900000000
2020-09-09,27923100,18787877,9135223,285310.0,240267.0,7872076900,9135223,18787877,1251824,7870825076,0.02886,0.023258,0.2,1.2409,7900000000
2020-09-10,28227493,19004538,9222955,304393.0,216661.0,7871772507,9222955,19004538,1282496,7870490011,0.028882,0.022964,0.2,1.2577,7900000000
2020-09-11,28543855,19228208,9315647,316362.0,223670.0,7871456145,9315647,19228208,1369860,7870086285,0.02882,0.022891,0.2,1.259,7900000000
2020-09-12,28832580,19451142,9381438,288725.0,222934.0,7871167420,9381438,19451142,1441302,7869726118,0.028849,0.023065,0.2,1.2508,7900000000
2020-09-13,29081415,19638990,9442425,248835.0,187848.0,7870918585,9442425,19638990,1443625,7869474960,0.028965,0.022554,0.2,1.2843,7900000000
2020-09-14,29348555,19867489,9481066,267140.0,228499.0,7870651445,9481066,19867489,1425455,7869225990,0.029601,0.022928,0.2,1.291,7900000000
2020-09-15,29629107,20093776,9535331,280552.0,226287.0,7870370893,9535331,20093776,1401614,7868969279,0.029946,0.023164,0.2,1.2928,7900000000
2020-09-16,29934059,20323253,9610806,304952.0,229477.0,7870065941,9610806,20323253,1390204,7868675737,0.030005,0.022822,0.2,1.3147,7900000000
2020-09-17,30249632,20543464,9706168,315573.0,220211.0,7869750368,9706168,20543464,1417052,7868333316,0.029877,0.02265,0.2,1.3191,7900000000
2020-09-18,30576278,20794613,9781665,326646.0,251149.0,7869423722,9781665,20794613,1494863,7867928859,0.029798,0.022877,0.2,1.3025,7900000000
2020-09-19,30869397,21031598,9837799,293119.0,236985.0,7869130603,9837799,21031598,1520842,7867609761,0.029693,0.02295,0.2,1.2938,7900000000
2020-09-20,31124526,21268675,9855851,255129.0,237077.0,7868875474,9855851,21268675,1495419,7867380055,0.029731,0.023622,0.2,1.2586,7900000000
2020-09-21,31384435,21514153,9870282,259909.0,245478.0,7868615565,9870282,21514153,1450376,7867165189,0.029584,0.023833,0.2,1.2413,7900000000
2020-09-22,31668754,21733546,9935208,284319.0,219393.0,7868331246,9935208,21733546,1419122,7866912124,0.029446,0.023578,0.2,1.2489,7900000000
2020-09-23,31980407,21996959,9983448,311653.0,263413.0,7868019593,9983448,21996959,1404129,7866615464,0.029401,0.02395,0.2,1.2276,7900000000
2020-09-24,32301360,22252629,10048731,320953.0,255670.0,7867698640,10048731,22252629,1431963,7866266677,0.029288,0.024298,0.2,1.2054,7900000000
2020-09-25,32631974,22491837,10140137,330614.0,239208.0,7867368026,10140137,22491837,1507448,7865860578,0.029081,0.023911,0.2,1.2162,7900000000
2020-09-26,32918085,22753980,10164105,286111.0,262143.0,7867081915,10164105,22753980,1533650,7865548265,0.028915,0.024208,0.2,1.1944,7900000000
2020-09-27,33165079,22967859,10197220,246994.0,213879.0,7866834921,10197220,22967859,1496325,7865338596,0.028707,0.023805,0.2,1.2059,7900000000
2020-09-28,33426328,23190401,10235927,261249.0,222542.0,7866573672,10235927,23190401,1445921,7865127751,0.028619,0.023394,0.2,1.2233,7900000000
2020-09-29,33709128,23431685,10277443,282800.0,241284.0,7866290872,10277443,23431685,1407768,7864883104,0.028483,0.023604,0.2,1.2067,7900000000
2020-09-30,34033675,23679903,10353772,324547.0,248218.0,7865966325,10353772,23679903,1401701,7864564624,0.028453,0.023221,0.2,1.2253,7900000000
2020-10-01,34352787,23901445,10451342,319112.0,221542.0,7865647213,10451342,23901445,1434702,7864212511,0.028163,0.022537,0.2,1.2496,7900000000
2020-10-02,34682292,24073730,10608562,329505.0,172285.0,7865317708,10608562,24073730,1517213,7863800495,0.027732,0.021302,0.2,1.3018,7900000000
2020-10-03,34979647,24329331,10650316,297355.0,255601.0,7865020353,10650316,24329331,1553319,7863467034,0.027776,0.021131,0.2,1.3145,7900000000
2020-10-04,35240179,24551490,10688689,260532.0,222159.0,7864759821,10688689,24551490,1531051,7863228770,0.027859,0.021166,0.2,1.3162,7900000000
2020-10-05,35551524,24788958,10762566,311345.0,237468.0,7864448476,10762566,24788958,1517849,7862930627,0.028336,0.021218,0.2,1.3355,7900000000
2020-10-06,35867647,25021584,10846063,316123.0,232626.0,7864132353,10846063,25021584,1514860,7862617493,0.02856,0.020941,0.2,1.3638,7900000000
2020-10-07,36216841,25276775,10940066,349194.0,255191.0,7863783159,10940066,25276775,1534549,7862248610,0.028639,0.020852,0.2,1.3734,7900000000
2020-10-08,36576162,25496281,11079881,359321.0,219506.0,7863423838,11079881,25496281,1596515,7861827323,0.0288,0.020563,0.2,1.4006,7900000000
2020-10-09,36936565,25703071,11233494,360403.0,206790.0,7863063435,11233494,25703071,1696386,7861367049,0.028802,0.02072,0.2,1.3901,7900000000
2020-10-10,37292089,25898476,11393613,355524.0,195405.0,7862707911,11393613,25898476,1740565,7860967346,0.029132,0.019674,0.2,1.4807,7900000000
2020-10-11,37581583,26121116,11460467,289494.0,222640.0,7862418417,11460467,26121116,1713936,7860704481,0.029326,0.019566,0.2,1.4988,7900000000
2020-10-12,37871608,26321235,11550373,290025.0,200119.0,7862128392,11550373,26321235,1654767,7860473625,0.028833,0.018951,0.2,1.5215,7900000000
2020-10-13,38190980,26513680,11677300,319372.0,192445.0,7861809020,11677300,26513680,1614818,7860194202,0.028561,0.018254,0.2,1.5646,7900000000
2020-10-14,38571764,26725965,11845799,380784.0,212285.0,7861428236,11845799,26725965,1635199,7859793037,0.028539,0.017477,0.2,1.6329,7900000000
2020-10-15,38978760,26933292,12045468,406996.0,207327.0,7861021240,12045468,26933292,1686671,7859334569,0.028636,0.017043,0.2,1.6802,7900000000
2020-10-16,39389280,27136306,12252974,410520.0,203014.0,7860610720,12252974,27136306,1807697,7858803023,0.028739,0.01671,0.2,1.7199,7900000000
2020-10-17,39761413,27334589,12426824,372133.0,198283.0,7860238587,12426824,27334589,1889805,7858348782,0.028531,0.016509,0.2,1.7282,7900000000
2020-10-18,40092656,27536100,12556556,331243.0,201511.0,7859907344,12556556,27536100,1901676,7858005668,0.028714,0.016098,0.2,1.7837,7900000000
2020-10-19,40467606,27738631,12728975,374950.0,202531.0,7859532394,12728975,27738631,1895842,7857636552,0.029285,0.015907,0.2,1.841,7900000000
2020-10-20,40856480,27950078,12906402,388874.0,211447.0,7859143520,12906402,27950078,1877720,7857265800,0.029657,0.015899,0.2,1.8653,7900000000
2020-10-21,41296091,28161300,13134791,439611.0,211222.0,7858703909,13134791,28161300,1906811,7856797098,0.029786,0.015611,0.2,1.908,7900000000
2020-10-22,41778168,28388093,13390075,482077.0,226793.0,7858221832,13390075,28388093,2016755,7856205077,0.030025,0.015521,0.2,1.9345,7900000000
2020-10-23,42272069,28594827,13677242,493901.0,206734.0,7857727931,13677242,28594827,2179413,7855548518,0.030272,0.015234,0.2,1.9871,7900000000
2020-10-24,42728414,28806408,13922006,456345.0,211581.0,7857271586,13922006,28806408,2260808,7855010778,0.030611,0.015103,0.2,2.0268,7900000000
2020-10-25,43087247,29003666,14083581,358833.0,197258.0,7856912753,14083581,29003666,2230767,7854681986,0.030542,0.014886,0.2,2.0517,7900000000
2020-10-26,43570291,29242801,14327490,483044.0,239135.0,7856429709,14327490,29242801,2274200,7854155509,0.031108,0.014998,0.2,2.0741,7900000000
2020-10-27,44038754,29832506,14206248,468463.0,589705.0,7855961246,14206248,29832506,2260586,7853700660,0.03218,0.01893,0.2,1.6999,7900000000
2020-10-28,44560523,30098468,14462055,521769.0,265962.0,7855439477,14462055,30098468,2288454,7853151023,0.032429,0.019135,0.2,1.6947,7900000000
2020-10-29,45111898,30345219,14766679,551375.0,246751.0,7854888102,14766679,30345219,2383484,7852504618,0.032437,0.018934,0.2,1.7132,7900000000
2020-10-30,45683640,30600993,15082647,571742.0,255774.0,7854316360,15082647,30600993,2596393,7851719967,0.032501,0.019002,0.2,1.7104,7900000000
2020-10-31,46155745,30845322,15310423,472105.0,244329.0,7853844255,15310423,30845322,2585454,7851258801,0.032167,0.019025,0.2,1.6908,7900000000
2020-11-01,46594934,31103269,15491665,439189.0,257947.0,7853405066,15491665,31103269,2556180,7850848886,0.032538,0.019362,0.2,1.6805,7900000000
2020-11-02,47143303,31383406,15759897,548369.0,280137.0,7852856697,15759897,31383406,2582780,7850273917,0.032582,0.019404,0.2,1.6791,7900000000
2020-11-03,47708817,31634979,16073838,565514.0,251573.0,7852291183,16073838,31634979,2596919,7849694264,0.032816,0.01602,0.2,2.0484,7900000000
2020-11-04,48200961,31914298,16286663,492144.0,279319.0,7851799039,16286663,31914298,2517321,7849281718,0.032128,0.015927,0.2,2.0172,7900000000
2020-11-05,48820295,32217953,16602342,619334.0,303655.0,7851179705,16602342,32217953,2664550,7848515155,0.032108,0.016114,0.2,1.9926,7900000000
2020-11-06,49443478,32506314,16937164,623183.0,288361.0,7850556522,16937164,32506314,2848544,7847707978,0.031912,0.016071,0.2,1.9857,7900000000
2020-11-07,50042669,32805330,17237339,599191.0,299016.0,7849957331,17237339,32805330,2899366,7847057965,0.032419,0.016244,0.2,1.9958,7900000000
2020-11-08,50533518,33058570,17474948,490849.0,253240.0,7849466482,17474948,33058570,2824701,7846641781,0.032405,0.015985,0.2,2.0272,7900000000
2020-11-09,51043324,33315623,17727701,509806.0,257053.0,7848956676,17727701,33315623,2842363,7846114313,0.031632,0.015571,0.2,2.0315,7900000000
2020-11-10,51614069,33572983,18041086,570745.0,257360.0,7848385931,18041086,33572983,2793774,7845592157,0.031127,0.015346,0.2,2.0283,7900000000
2020-11-11,52238734,33953207,18285527,624665.0,380224.0,7847761266,18285527,33953207,2795256,7844966010,0.031755,0.015929,0.2,1.9935,7900000000
2020-11-12,52878929,34179446,18699483,640195.0,226239.0,7847121071,18699483,34179446,2836260,7844284811,0.031215,0.014985,0.2,2.0831,7900000000
2020-11-13,53539863,34481578,19058285,660934.0,302132.0,7846460137,19058285,34481578,3006345,7843453792,0.030915,0.014806,0.2,2.088,7900000000
2020-11-14,54126889,34759397,19367492,587026.0,277819.0,7845873111,19367492,34759397,3083565,7842789546,0.030334,0.014413,0.2,2.1046,7900000000
2020-11-15,54617117,34990157,19626960,490228.0,230760.0,7845382883,19626960,34990157,3003048,7842379835,0.02993,0.014059,0.2,2.1289,7900000000
2020-11-16,55142751,35380887,19761864,525634.0,390730.0,7844857249,19761864,35380887,2904017,7841953232,0.029843,0.01493,0.2,1.9989,7900000000
2020-11-17,55745063,35814478,19930585,602312.0,433591.0,7844254937,19930585,35814478,2866134,7841388803,0.02982,0.016066,0.2,1.8561,7900000000
2020-11-18,56367328,36177588,20189740,622265.0,363110.0,7843632672,20189740,36177588,2827465,7840805207,0.029423,0.015739,0.2,1.8694,7900000000
2020-11-19,57021314,36551887,20469427,653986.0,374299.0,7842978686,20469427,36551887,2894425,7840084261,0.02912,0.016557,0.2,1.7588,7900000000
2020-11-20,57695345,36907311,20788034,674031.0,355424.0,7842304655,20788034,36907311,3078228,7839226427,0.028767,0.01667,0.2,1.7257,7900000000
2020-11-21,58287916,37246581,21041335,592571.0,339270.0,7841712084,21041335,37246581,3145165,7838566919,0.028461,0.016886,0.2,1.6855,7900000000
2020-11-22,58785996,37520305,21265691,498080.0,273724.0,7841214004,21265691,37520305,3040933,7838173071,0.028215,0.016997,0.2,1.66,7900000000
2020-11-23,59320006,37931518,21388488,534010.0,411213.0,7840679994,21388488,37931518,2952678,7837727316,0.028112,0.017036,0.2,1.6502,7900000000
2020-11-24,59910792,38303697,21607095,590786.0,372179.0,7840089208,21607095,38303697,2889478,7837199730,0.027753,0.016458,0.2,1.6863,7900000000
2020-11-25,60527871,38741107,21786764,617079.0,437410.0,7839472129,21786764,38741107,2832526,7836639603,0.027492,0.016809,0.2,1.6356,7900000000
2020-11-26,61117132,39107983,22009149,589261.0,366876.0,7838882868,22009149,39107983,2829216,7836053652,0.026792,0.016591,0.2,1.6149,7900000000
2020-11-27,61812474,39489609,22322865,695342.0,381626.0,7838187526,22322865,39489609,3026478,7835161048,0.026556,0.016526,0.2,1.6069,7900000000
2020-11-28,62420041,39849315,22570726,607567.0,359706.0,7837579959,22570726,39849315,3100035,7834479924,0.026362,0.016474,0.2,1.6002,7900000000
2020-11-29,62915662,40167598,22748064,495621.0,318283.0,7837084338,22748064,40167598,3004870,7834079468,0.026142,0.016625,0.2,1.5725,7900000000
2020-11-30,63422239,40569854,22852385,506577.0,402256.0,7836577761,22852385,40569854,2894368,7833683393,0.025852,0.016493,0.2,1.5675,7900000000
2020-12-01,64037142,41046058,22991084,614903.0,476204.0,7835962858,22991084,41046058,2920010,7833042848,0.025849,0.01704,0.2,1.517,7900000000
2020-12-02,64677389,41508984,23168405,640247.0,462926.0,7835322611,23168405,41508984,2864915,7832457696,0.025797,0.017067,0.2,1.5115,7900000000
2020-12-03,65367986,41935968,23432018,690597.0,426984.0,7834632014,23432018,41935968,2947945,7831684069,0.026132,0.017241,0.2,1.5157,7900000000
2020-12-04,66064345,42426585,23637760,696359.0,490617.0,7833935655,23637760,42426585,3148683,7830786972,0.025913,0.01775,0.2,1.4599,7900000000
2020-12-05,66706697,42862533,23844164,642352.0,435948.0,7833293303,23844164,42862533,3284458,7830008845,0.025901,0.018053,0.2,1.4347,7900000000
2020-12-06,67250638,43178577,24072061,543941.0,316044.0,7832749362,24072061,43178577,3213496,7829535866,0.025947,0.017869,0.2,1.4521,7900000000
2020-12-07,67785484,43591716,24193768,534846.0,413139.0,7832214516,24193768,43591716,3108095,7829106421,0.025987,0.017843,0.2,1.4564,7900000000
2020-12-08,68416150,44032487,24383663,630666.0,440771.0,7831583850,24383663,44032487,3048164,7828535686,0.02588,0.017497,0.2,1.4791,7900000000
2020-12-09,69081500,44458967,24622533,665350.0,426480.0,7830918500,24622533,44458967,3017155,7827901345,0.025778,0.017115,0.2,1.5062,7900000000
2020-12-10,70576907,44950193,25626714,1495407.0,491226.0,7829423093,25626714,44950193,3870210,7825552883,0.029299,0.016803,0.2,1.7437,7900000000
2020-12-11,71282658,45428333,25854325,705751.0,478140.0,7828717342,25854325,45428333,4032020,7824685322,0.029096,0.016586,0.2,1.7543,7900000000
2020-12-12,71931348,46933276,24998072,648690.0,1504943.0,7828068652,24998072,46933276,4145864,7823922788,0.030132,0.023263,0.2,1.2953,7900000000
2020-12-13,72470142,47328395,25141747,538794.0,395119.0,7827529858,25141747,47328395,4053992,7823475866,0.029932,0.02358,0.2,1.2694,7900000000
2020-12-14,73021298,41338398,31682900,551156.0,0.0,7826978702,31682900,41338398,3939798,7823038904,0.023828,0.016849,0.2,1.4142,7900000000
2020-12-15,73669919,41696562,31973357,648621.0,358164.0,7826330081,31973357,41696562,3093012,7823237069,0.023695,0.016326,0.2,1.4514,7900000000
2020-12-16,74387461,42058782,32328679,717542.0,362220.0,7825612539,32328679,42058782,3104803,7822507736,0.023669,0.015863,0.2,1.4921,7900000000
2020-12-17,75126063,42434191,32691872,738602.0,375409.0,7824873937,32691872,42434191,3194715,7821679222,0.02007,0.015181,0.2,1.322,7900000000
2020-12-18,75847501,42751919,33095582,721438.0,317728.0,7824152499,33095582,42751919,3377359,7820775140,0.019895,0.014303,0.2,1.391,7900000000
2020-12-19,76483006,43103505,33379501,635505.0,351586.0,7823516994,33379501,43103505,3461708,7820055286,0.019671,0.009245,0.2,2.1277,7900000000
2020-12-20,77030307,43380334,33649973,547301.0,276829.0,7822969693,33649973,43380334,3360388,7819609305,0.01955,0.008669,0.2,2.2552,7900000000
2020-12-21,77576529,43723554,33852975,546222.0,343220.0,7822423471,33852975,43723554,3189068,7819234403,0.019413,0.010065,0.2,1.9288,7900000000
2020-12-22,78227986,44086739,34141247,651457.0,363185.0,7821772014,34141247,44086739,3101923,7818670091,0.019263,0.010001,0.2,1.9261,7900000000
2020-12-23,78910081,44410879,34499202,682095.0,324140.0,7821089919,34499202,44410879,3062580,7818027339,0.018917,0.00974,0.2,1.9422,7900000000
2020-12-24,79603472,44725551,34877921,693391.0,314672.0,7820396528,34877921,44725551,3120466,7817276062,0.018526,0.009385,0.2,1.974,7900000000
2020-12-25,80096696,45017157,35079539,493224.0,291606.0,7819903304,35079539,45017157,3066389,7816836915,0.017482,0.009225,0.2,1.8951,7900000000
2020-12-26,80629340,45425321,35204019,532644.0,408164.0,7819370660,35204019,45425321,3052811,7816317849,0.016999,0.009422,0.2,1.8042,7900000000
2020-12-27,81042534,45717709,35324825,413194.0,292388.0,7818957466,35324825,45717709,2814548,7816142918,0.016394,0.009453,0.2,1.7343,7900000000
2020-12-28,81541719,46016135,35525584,499185.0,298426.0,7818458281,35525584,46016135,2631638,7815826643,0.016111,0.009219,0.2,1.7476,7900000000
2020-12-29,82213594,46369230,35844364,671875.0,353095.0,7817786406,35844364,46369230,2610122,7815176284,0.016052,0.009097,0.2,1.7645,7900000000
2020-12-30,82938894,46757475,36181419,725300.0,388245.0,7817061106,36181419,46757475,2842198,7814218908,0.016076,0.009265,0.2,1.7351,7900000000
2020-12-31,83778622,47055807,36722815,839728.0,298332.0,7816221378,36722815,47055807,3149282,7813072096,0.016416,0.009065,0.2,1.8109,7900000000
2021-01-01,84342314,47359111,36983203,563692.0,303304.0,7815657686,36983203,47359111,3299780,7812357906,0.016577,0.009046,0.2,1.8325,7900000000
2021-01-02,84946690,47614296,37332394,604376.0,255185.0,7815053310,37332394,47614296,3404971,7811648339,0.0167,0.008376,0.2,1.9938,7900000000
2021-01-03,85467020,47882778,37584242,520330.0,268482.0,7814532980,37584242,47882778,3253426,7811279554,0.017001,0.008229,0.2,2.066,7900000000
2021-01-04,86024461,48173186,37851275,557441.0,290408.0,7813975539,37851275,48173186,3085567,7810889972,0.017105,0.008141,0.2,2.1011,7900000000
2021-01-05,86765351,48488547,38276804,740890.0,315361.0,7813234649,38276804,48488547,2986729,7810247920,0.017177,0.00791,0.2,2.1716,7900000000
2021-01-06,87556264,48801672,38754592,790913.0,313125.0,7812443736,38754592,48801672,3213950,7809229786,0.017211,0.007535,0.2,2.2841,7900000000
2021-01-07,88426222,49125603,39300619,869958.0,323931.0,7811573778,39300619,49125603,3479532,7808094246,0.017085,0.007524,0.2,2.2707,7900000000
2021-01-08,89261637,49422866,39838771,835415.0,297263.0,7810738363,39838771,49422866,3794617,7806943746,0.017842,0.0074,0.2,2.4111,7900000000
2021-01-09,90017904,49753111,40264793,756267.0,330245.0,7809982096,40264793,49753111,3993443,7805988653,0.0182,0.007588,0.2,2.3985,7900000000
2021-01-10,90619443,50023661,40595782,601539.0,270550.0,7809380557,40595782,50023661,3854092,7805526465,0.018342,0.007534,0.2,2.4346,7900000000
2021-01-11,91233917,50313949,40919968,614474.0,290288.0,7808766083,40919968,50313949,3677653,7805088430,0.018399,0.007474,0.2,2.4617,7900000000
2021-01-12,91926453,50657506,41268947,692536.0,343557.0,7808073547,41268947,50657506,3500231,7804573316,0.018076,0.007508,0.2,2.4076,7900000000
2021-01-13,92669726,51023567,41646159,743273.0,366061.0,7807330274,41646159,51023567,3408089,7803922185,0.017749,0.007622,0.2,2.3287,7900000000
2021-01-14,93428784,51396412,42032372,759058.0,372845.0,7806571216,42032372,51396412,3410880,7803160336,0.017206,0.007718,0.2,2.2293,7900000000
2021-01-15,94212637,51717034,42495603,783853.0,320622.0,7805787363,42495603,51717034,3593194,7802194169,0.016845,0.007712,0.2,2.1843,7900000000
2021-01-16,94869509,52034089,42835420,656872.0,317055.0,7805130491,42835420,52034089,3635592,7801494899,0.016377,0.007607,0.2,2.1529,7900000000
2021-01-17,95397119,52349804,43047315,527610.0,315715.0,7804602881,43047315,52349804,3470666,7801132215,0.016049,0.00772,0.2,2.0789,7900000000
2021-01-18,95914366,52668557,43245809,517247.0,318753.0,7804085634,43245809,52668557,3244640,7800840994,0.015651,0.007778,0.2,2.0122,7900000000
2021-01-19,96507148,53071501,43435647,592782.0,402944.0,7803492852,43435647,53071501,3078364,7800414488,0.015252,0.007939,0.2,1.9211,7900000000
2021-01-20,97194354,53399272,43795082,687206.0,327771.0,7802805646,43795082,53399272,2981717,7799823929,0.014943,0.007749,0.2,1.9284,7900000000
2021-01-21,97863110,53765411,44097699,668756.0,366139.0,7802136890,44097699,53765411,2993601,7799143289,0.014545,0.007675,0.2,1.8951,7900000000
2021-01-22,98526596,54147168,44379428,663486.0,381757.0,7801473404,44379428,54147168,3129477,7798343927,0.014062,0.007823,0.2,1.7975,7900000000
2021-01-23,99103312,54463661,44639651,576716.0,316493.0,7800896688,44639651,54463661,3188946,7797707742,0.013721,0.007775,0.2,1.7648,7900000000
2021-01-24,99565294,54774618,44790676,461982.0,310957.0,7800434706,44790676,54774618,3058146,7797376560,0.013464,0.007734,0.2,1.7409,7900000000
2021-01-25,100046846,55089059,44957787,481552.0,314441.0,7799953154,44957787,55089059,2852492,7797100662,0.0133,0.007691,0.2,1.7293,7900000000
2021-01-26,100608158,55418602,45189556,561312.0,329543.0,7799391842,45189556,55418602,2745048,7796646794,0.013132,0.00742,0.2,1.7698,7900000000
2021-01-27,101209122,55759371,45449751,600964.0,340769.0,7798790878,45449751,55759371,2682526,7796108352,0.012783,0.007418,0.2,1.7232,7900000000
2021-01-28,101824237,56075030,45749207,615115.0,315659.0,7798175763,45749207,56075030,2720925,7795454838,0.012531,0.007212,0.2,1.7375,7900000000
2021-01-29,102413219,56439137,45974082,588982.0,364107.0,7797586781,45974082,56439137,2847925,7794738856,0.012236,0.007122,0.2,1.7181,7900000000
2021-01-30,102928083,56790303,46137780,514864.0,351166.0,7797071917,46137780,56790303,2881237,7794190680,0.011999,0.007204,0.2,1.6656,7900000000
2021-01-31,103324692,57079202,46245490,396609.0,288899.0,7796675308,46245490,57079202,2716534,7793958774,0.011767,0.007119,0.2,1.6529,7900000000
2021-02-01,103767694,57351844,46415850,443002.0,272642.0,7796232306,46415850,57351844,2558572,7793673734,0.011604,0.006964,0.2,1.6663,7900000000
2021-02-02,104233148,57702034,46531114,465454.0,350190.0,7795766852,46531114,57702034,2408911,7793357941,0.011278,0.00701,0.2,1.6088,7900000000
2021-02-03,104758397,58031881,46726516,525249.0,329847.0,7795241603,46726516,58031881,2345178,7792896425,0.010997,0.006948,0.2,1.5828,7900000000
2021-02-04,105230171,58325870,46904301,471774.0,293989.0,7794769829,46904301,58325870,2302088,7792467741,0.010514,0.006855,0.2,1.5338,7900000000
2021-02-05,105766676,58607157,47159519,536505.0,281287.0,7794233324,47159519,58607157,2441984,7791791340,0.010296,0.006567,0.2,1.5678,7900000000
2021-02-06,106201874,58901714,47300160,435198.0,294557.0,7793798126,47300160,58901714,2434180,7791363946,0.010022,0.006377,0.2,1.5716,7900000000
2021-02-07,106553422,59179149,47374273,351548.0,277435.0,7793446578,47374273,59179149,2320274,7791126304,0.009869,0.006332,0.2,1.5586,7900000000
2021-02-08,106893339,59411983,47481356,339917.0,232834.0,7793106661,47481356,59411983,2134942,7790971719,0.009533,0.006198,0.2,1.5381,7900000000
2021-02-09,107300629,59783591,47517038,407290.0,371608.0,7792699371,47517038,59783591,2070458,7790628913,0.009349,0.006258,0.2,1.4939,7900000000
2021-02-10,107741093,60052899,47688194,440464.0,269308.0,7792258907,47688194,60052899,1974417,7790284490,0.009059,0.006054,0.2,1.4964,7900000000
2021-02-11,108184860,60328984,47855876,443767.0,276085.0,7791815140,47855876,60328984,1982986,7789832154,0.008943,0.00598,0.2,1.4955,7900000000
2021-02-12,108614449,60616583,47997866,429589.0,287599.0,7791385551,47997866,60616583,2061027,7789324524,0.008594,0.005981,0.2,1.4369,7900000000
2021-02-13,108994937,60862826,48132111,380488.0,246243.0,7791005063,48132111,60862826,2101598,7788903465,0.008406,0.005821,0.2,1.4441,7900000000
2021-02-14,109303582,61058257,48245325,308645.0,195431.0,7790696418,48245325,61058257,2002953,7788693465,0.008258,0.005564,0.2,1.4842,7900000000
2021-02-15,109584404,61346870,48237534,280822.0,288613.0,7790415596,48237534,61346870,1843311,7788572285,0.008082,0.00573,0.2,1.4105,7900000000
2021-02-16,109944197,61582275,48361922,359793.0,235405.0,7790055803,48361922,61582275,1759337,7788296466,0.007919,0.005313,0.2,1.4905,7900000000
2021-02-17,110330576,61876216,48454360,386379.0,293941.0,7789669424,48454360,61876216,1716127,7787953297,0.007743,0.005376,0.2,1.4403,7900000000
2021-02-18,110741376,62112834,48628542,410800.0,236618.0,7789258624,48628542,62112834,1746439,7787512185,0.007617,0.00524,0.2,1.4536,7900000000
2021-02-19,111151038,62347470,48803568,409662.0,234636.0,7788848962,48803568,62347470,1847456,7787001506,0.007531,0.005067,0.2,1.4863,7900000000
2021-02-20,111526248,62616686,48909562,375210.0,269216.0,7788473752,48909562,62616686,1941844,7786531908,0.007499,0.005123,0.2,1.4638,7900000000
2021-02-21,111845811,62833943,49011868,319563.0,217257.0,7788154189,49011868,62833943,1901614,7786252575,0.007516,0.005176,0.2,1.4521,7900000000
2021-02-22,112141380,63016513,49124867,295569.0,182570.0,7787858620,49124867,63016513,1810804,7786047816,0.007543,0.004855,0.2,1.5537,7900000000
2021-02-23,112534122,63295143,49238979,392742.0,278630.0,7787465878,49238979,63295143,1792746,7785673132,0.007623,0.00497,0.2,1.5338,7900000000
2021-02-24,112979052,63504602,49474450,444930.0,209459.0,7787020948,49474450,63504602,1828014,7785192934,0.007758,0.004702,0.2,1.6499,7900000000
2021-02-25,113432016,63732294,49699722,452964.0,227692.0,7786567984,49699722,63732294,1905768,7784662216,0.007847,0.004655,0.2,1.6857,7900000000
